deal_id_x,po_number,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,COGS int SKU Cost exact,total_product_quantity,cost_per_sku,total_sku_cost
13242421172,36212,5/5/2023,60,598.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02163575v1,10,,2,4,,5/5/2023,,,,5,,,,,60,2.83,203.76
13218507831,36214,5/3/2023,720,4233.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02159399v1,10,,2,4,,5/5/2023,,,,60,,,,,720,2.01,1471.32
13245227112,36215,5/5/2023,60,1157.4,Direct,New Business,,Closed and Won,Portal Order,,Direct Traffic,2,,10.02132240v2,10,,2,3,,5/5/2023,,,,3,,,,,30,2.85,136.8
13245227112,36215,5/5/2023,60,1157.4,Direct,New Business,,Closed and Won,Portal Order,,Direct Traffic,2,,10.02156160v1,10,,2,3,,5/5/2023,,,,3,,,,,30,2.85,136.8
13199469707,36218,5/1/2023,300,2418,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.02162734v2,10,,2,1,,5/5/2023,,,,25,,,,,300,1.96,611.52
13245195390,36219,5/5/2023,100,997,Distributor,New Business,,Closed and Won,,,Client Referral,2,,10.0246762v1,10,,2,1,,5/5/2023,,,,9,,,,,100,2.56,307.2
13245783047,36220,5/5/2023,1005,7382.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,55.02160107v1,55,,114,4,,5/5/2023,,,,84,,,,,1005,2.18,2223.6
13206268311,36222,5/2/2023,60,688.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02163562v1,10,,2,3,,5/5/2023,,,,5,,,,,60,2.85,205.2
12007989836,35895,2/3/2023,100,1115,Distributor,Existing Business,,Closed and Won,,,WT Outbound,3,High Res Preview,55.02158814v2,55,,114,3,,5/4/2023,,,,9,,,,,100,2.93,351.6
13159590273,36000,4/27/2023,750,9002.81,Direct,Existing Business,,Closed and Won,,,Client Referral,1,,10.02115583v3,10,,2,1,,5/4/2023,,,,34,,,,,400,1.96,823.2
13149178893,36012,4/26/2023,500,3895,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,High Res Preview,55.02161523v2,55,,114,1,,5/4/2023,,,,42,,,,,500,1.96,1011.36
13160144524,36070,4/27/2023,100,1540,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,55.02163337v1,55,,114,3,,5/4/2023,,,,9,,,,,100,2.93,351.6
13084513367,36107,4/21/2023,200,1850,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0233038v2,10,,2,1,,5/4/2023,,,,17,,,,,200,1.96,423.36
12822495566,36111,4/3/2023,2000,14100,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,46.02156779v1,46,,113,3,,5/4/2023,,,,67,,,,,800,2.01,1640.16
12822495566,36111,4/3/2023,2000,14100,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,46.02159401v2,46,,113,3,,5/4/2023,,,,100,,,,,1200,2.01,2436.12
13137447087,36140,4/25/2023,243,2259.9,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,55.02161811v1,55,,114,1,,5/4/2023,,,,10,,,,,120,2.23,294.36
13137447087,36140,4/25/2023,243,2259.9,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,55.02161813v1,55,,114,1,,5/4/2023,,,,10,,,,,120,2.23,294.36
13176839012,36148,4/28/2023,60,962.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,2,Low ,10.02162438v2,10,,2,4,,5/4/2023,,,,5,,,,,60,2.83,203.76
13204802338,36150,5/2/2023,500,3610,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.0298557v1,10,,2,1,,5/4/2023,,,,42,,,,,500,1.96,1011.36
13205914900,36154,5/2/2023,300,3438,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02162869v1,10,,2,1,,5/4/2023,,,,25,,,,,300,1.96,611.52
13218073088,36157,5/3/2023,500,4990,Direct,New Business,,Closed and Won,3D Builder,,Referrals,2,High Res Preview,10.02163279v1,10,,2,4,,5/4/2023,,,,42,,,,,500,2.54,1310.64
13219665048,36162,5/3/2023,120,1230,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0288519v3,10,,2,1,,5/4/2023,,,,10,,,,,120,2.23,294.36
13214158105,36164,5/3/2023,500,4949.16,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,1,,10.02115639v1,10,,2,3,,5/4/2023,,,,42,,,,,500,2.54,1310.64
13050672475,36166,4/18/2023,20000,137620,Direct,Existing Business,,Payment Pending,,,Client Referral,4,,10.02159568v1,10,,2,1,,5/4/2023,,,,834,,,,,10000,1.52,15230.4
13050672475,36166,4/18/2023,20000,137620,Direct,Existing Business,,Payment Pending,,,Client Referral,4,,10.02159565v1,10,,2,1,,5/4/2023,,,,834,,,,,10000,1.52,15230.4
12990577695,36167,4/14/2023,61,706.2,Distributor,Existing Business,,Closed and Won,,,SAGE,3,Low ,17.02162720v1,17,,9,4,,5/4/2023,,,,5,,,,,60,2.83,203.76
13230876795,36168,5/4/2023,50,782.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,,10.0247476v1,10,,2,4,,5/4/2023,,,,5,,,,,50,2.83,203.76
13231115911,36170,5/4/2023,240,1934.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0216674v1,10,,2,1,,5/4/2023,,,,20,,,,,240,1.96,493.92
13162595967,36171,4/27/2023,60,636,Wholesale,New Business,,Closed and Won,,,Organic Search,1,High Res Preview,55.02161944v1,55,,114,1,,5/4/2023,,,,5,,,,,60,2.56,184.32
13125047308,36172,4/24/2023,300,3438,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,10.02153021v1,10,,2,1,,5/4/2023,,,,25,,,,,300,1.96,611.52
13232595800,36173,5/4/2023,85,974.95,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02118897v1,10,,2,4,,5/4/2023,,,,8,,,,,85,2.83,305.64
13233285929,36174,5/4/2023,165,2090.55,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,10.02153021v1,10,,2,1,,5/4/2023,,,,14,,,,,165,1.96,352.8
13232899492,36175,5/4/2023,120,1032,Distributor,Existing Business,,Closed and Won,Portal Order,,Client Referral,2,,55.02153636v2,55,,114,4,,5/4/2023,,,,10,,,,,120,2.88,380.16
12671783301,36176,3/22/2023,300,2283,Distributor,Existing Business,,Payment Pending,Logged-In Design Request,,SAGE,2,Low ,10.02154671v2,10,,2,1,,5/4/2023,,,,25,,,,,300,1.96,611.52
13232070541,36177,5/4/2023,82,1311.18,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,10.02130336v1,10,,2,4,,5/4/2023,,,,7,,,,,82,2.83,271.68
12972922287,36179,4/13/2023,240,2131.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,,55.02120517v2,55,,114,4,,5/4/2023,,,,20,,,,,240,2.7,680.4
13231191377,36180,5/4/2023,30,649.62,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02163358v1,10,,2,1,,5/4/2023,,,,3,,,,,30,3.5,168
13234991212,36181,5/4/2023,500,3610,Distributor,Existing Business,,Closed and Won,Reorder Button,,WT Reorder,3,,10.0284005v5,10,,2,3,,5/4/2023,,,,42,,,,,500,2.54,1310.64
13220829025,36183,5/3/2023,1250,7775,Distributor,Existing Business,,Closed and Won,,,Organic Search,2,,10.02157116v2,10,,2,4,,5/4/2023,,,,105,,,,,1250,2.01,2556.72
13207135903,36184,5/2/2023,150,2057.29,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02162894v1,10,,2,4,,5/4/2023,,,,13,,,,,150,2.54,426.72
13235260763,36185,5/4/2023,80,1452.59,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,2,,10.0293905v2,10,,2,3,,5/4/2023,,,,7,,,,,80,2.85,273.6
13197804077,36187,5/1/2023,240,2148,Distributor,Existing Business,,Closed and Won,Logged-In Design Request,,WT Strategic Partnerships,1,High Res Preview,10.02162416v1,10,,2,4,,5/4/2023,,,,10,,,,,120,2.71,357.72
13197804077,36187,5/1/2023,240,2148,Distributor,Existing Business,,Closed and Won,Logged-In Design Request,,WT Strategic Partnerships,1,High Res Preview,10.02162413v1,10,,2,4,,5/4/2023,,,,10,,,,,120,2.71,357.72
12446980738,36188,3/8/2023,120,687.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.02151795v1,10,,2,4,,5/4/2023,,,,10,,,,,120,2.71,357.72
13233254552,36189,5/4/2023,200,1800,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,,10.02152043v1,10,,2,4,,5/4/2023,,,,17,,,,,200,2.54,548.64
13233927788,36191,5/4/2023,100,1147,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.026879v2,10,,2,1,,5/4/2023,,,,9,,,,,100,2.56,307.2
12916254510,36192,4/10/2023,240,1903.2,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,1,Low ,55.02158231v2,55,,114,4,,5/4/2023,,,,20,,,,,240,2.7,680.4
13159049047,36194,4/27/2023,175,1309,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,12.02161959v1,12,,4,1,,5/4/2023,,,,15,,,,,175,1.63,312.96
13076108344,35851,4/20/2023,150,1440,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,55.02160147v1,55,,114,1,,5/3/2023,,,,13,,,,,150,1.96,329.28
13162483728,36003,4/27/2023,250,1626.5,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,17.02161932v1,17,,9,1,,5/3/2023,,,,21,,,,,250,1.96,517.44
12988966821,36052,4/14/2023,75,1367.94,Direct,New Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.0219502v8,10,,2,4,,5/3/2023,,,,7,,,,,75,2.83,271.68
13198431799,36075,5/1/2023,480,3465.6,Distributor,Existing Business,,Payment Pending,,,Client Referral,2,,10.026879v2,10,,2,1,,5/3/2023,,,,40,,,,,480,1.96,964.32
13198900900,36081,5/1/2023,150,1645.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02156442v1,10,,2,1,,5/3/2023,,,,7,,,,,75,2.56,245.76
13198900900,36081,5/1/2023,150,1645.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02156441v1,10,,2,1,,5/3/2023,,,,7,,,,,75,2.56,245.76
13205653018,36088,5/2/2023,360,3384,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,55.02119053v1,55,,114,1,,5/3/2023,,,,15,,,,,180,1.96,376.32
13205653018,36088,5/2/2023,360,3384,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,55.02119055v1,55,,114,1,,5/3/2023,,,,15,,,,,180,1.96,376.32
12827901844,36094,4/3/2023,240,2158.59,Wholesale,Existing Business,,Closed and Won,,,,1,Low ,10.02162370v1,10,,2,1,,5/3/2023,,,,10,,,,,120,2.23,294.36
12827901844,36094,4/3/2023,240,2158.59,Wholesale,Existing Business,,Closed and Won,,,,1,Low ,10.02162371v1,10,,2,1,,5/3/2023,,,,10,,,,,120,2.23,294.36
12950293893,36097,4/12/2023,1500,10785,Distributor,Existing Business,,Closed and Won,,,,1,,10.0258409v1,10,,2,1,,5/3/2023,,,,42,,,,,500,1.96,1011.36
12950293893,36097,4/12/2023,1500,10785,Distributor,Existing Business,,Closed and Won,,,,1,,55.02149426v1,55,,114,1,,5/3/2023,,,,42,,,,,500,1.96,1011.36
12950293893,36097,4/12/2023,1500,10785,Distributor,Existing Business,,Closed and Won,,,,1,,55.02149416v1,55,,114,1,,5/3/2023,,,,42,,,,,500,1.96,1011.36
13134389164,36109,4/25/2023,120,0,Distributor,New Business,,Closed and Won,,,Client Referral,3,Medium ,55.02162294v2,55,,114,4,,5/3/2023,,,,10,,,,,120,2.88,380.16
13147174434,36114,4/26/2023,654,5457.63,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,55.02161745v3,55,,114,1,,5/3/2023,,,,28,,,,,327,1.96,682.08
13147174434,36114,4/26/2023,654,5457.63,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,10.02161501v1,10,,2,1,,5/3/2023,,,,28,,,,,327,1.96,682.08
13176601934,36115,4/28/2023,60,949.35,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.0283499v2,10,,2,1,,5/3/2023,,,,5,,,,,60,2.56,184.32
12206486631,36117,2/17/2023,180,1620,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,10.02148019v5,10,,2,1,,5/3/2023,,,,15,,,,,180,1.96,376.32
13208803083,36122,5/2/2023,50,764.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,17.02121135v2,17,,9,4,,5/3/2023,,,,5,,,,,50,2.83,203.76
13209218616,36123,5/2/2023,300,2061,Distributor,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,1,,932162928v1,93,300,120,10,45072,5/3/2023,Distributor,existingbusiness,13209218616,25,1.42,0,443.04,426,,,
13042874757,36124,4/18/2023,200,1800,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,High Res Preview,10.02161302v2,10,,2,1,,5/3/2023,,,,17,,,,,200,1.96,423.36
13205235292,36125,5/2/2023,150,1350,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0232494v1,10,,2,1,,5/3/2023,,,,13,,,,,150,1.96,329.28
13196981506,36127,5/1/2023,200,1600,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.02162926v1,10,,2,1,,5/3/2023,,,,17,,,,,200,1.96,423.36
13213810731,36128,5/3/2023,60,1030.57,Direct,Existing Business,,Closed and Won,Reorder Button,,Intake,2,,55.02130604v1,55,,114,4,,5/3/2023,,,,5,,,,,60,3,216
13158719502,36130,4/27/2023,60,872.4,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02161970v1,10,,2,4,,5/3/2023,,,,5,,,,,60,2.83,203.76
13215807790,36131,5/3/2023,300,2589,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,55.02160907v2,55,,114,3,,5/3/2023,,,,25,,,,,300,2.62,817.44
12873056153,36132,4/6/2023,120,1858.8,Direct,New Business,,Closed and Won,Logged-In Design Request,,Pre-Hubspot Contact,1,,10.02161896v1,10,,2,3,,5/3/2023,,,,5,,,,,60,2.85,205.2
12873056153,36132,4/6/2023,120,1858.8,Direct,New Business,,Closed and Won,Logged-In Design Request,,Pre-Hubspot Contact,1,,10.02161883v1,10,,2,3,,5/3/2023,,,,5,,,,,60,2.85,205.2
13215159386,36133,5/3/2023,124,1116,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02118438v2,10,,2,1,,5/3/2023,,,,11,,,,,124,2.23,321.12
13198517512,36134,5/1/2023,220,2812.11,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,10.0247295v1,10,,2,3,,5/3/2023,,,,18,,,,,211,2.54,579.12
13160614406,36135,4/27/2023,250,2225.37,Distributor,New Business,,Closed and Won,,,Client Referral,2,Low ,10.02162545v1,10,,2,1,,5/3/2023,,,,21,,,,,250,1.96,517.44
13160390584,36136,4/27/2023,250,2225.37,Distributor,New Business,,Closed and Won,,,Client Referral,2,Low ,10.02162551v1,10,,2,1,,5/3/2023,,,,21,,,,,250,1.96,517.44
13208094014,36137,5/2/2023,175,1618.75,Wholesale,Existing Business,,Closed and Won,,,Organic Search,2,High ,10.02162920v1,10,,2,1,,5/3/2023,,,,15,,,,,175,1.96,376.32
13216393989,36138,5/3/2023,240,2587.2,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,932163010v1,93,120,120,10,45072,5/3/2023,Direct,existingbusiness,13216393989,10,1.8,0,237.6,216,,,
13216393989,36138,5/3/2023,240,2587.2,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,932163011v1,93,120,120,10,45072,5/3/2023,Direct,existingbusiness,13216393989,10,1.8,0,237.6,216,,,
13058283552,36141,4/19/2023,100,1599,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,1,High Res Preview,10.02163184v1,10,,2,4,,5/3/2023,,,,9,,,,,100,2.83,339.6
13162759749,36142,4/27/2023,100,1147,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02161888v1,10,,2,4,,5/3/2023,,,,9,,,,,100,2.83,339.6
13217078605,36143,5/3/2023,410,2300.1,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,13.05163137v1,13,,5,3,,5/3/2023,,,,35,,,,,410,1.58,682.56
13197246524,36145,5/1/2023,35,705.08,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02162665v2,10,,2,3,,5/3/2023,,,,3,,,,,35,2.85,136.8
13196353358,36147,5/1/2023,170,2147.57,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,10.02162529v2,10,,2,1,,5/3/2023,,,,15,,,,,170,1.96,376.32
13219051828,36149,5/3/2023,98,1038.8,Distributor,Existing Business,,Closed and Won,Portal Order,,SAGE,1,,55.02157905v1,55,,114,3,,5/3/2023,,,,9,,,,,98,2.93,351.6
13117624847,36151,4/24/2023,150,1350,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02160740v1,10,,2,1,,5/3/2023,,,,13,,,,,150,1.96,329.28
13219115167,36152,5/3/2023,700,4767,Distributor,Existing Business,,Closed and Won,Portal Order,,Client Referral,2,,10.02162926v1,10,,2,1,,5/3/2023,,,,59,,,,,700,1.88,1353.6
13208756806,36153,5/2/2023,576,0,Distributor,New Business,,Payment Pending,,,Event Longer Than 1 Year Ago,1,,10.02150431v3,10,,2,3,,5/3/2023,,,,24,,,,,288,2.54,762
13208756806,36153,5/2/2023,576,0,Distributor,New Business,,Payment Pending,,,Event Longer Than 1 Year Ago,1,,10.02150433v3,10,,2,3,,5/3/2023,,,,24,,,,,288,2.54,762
13218688911,36159,5/3/2023,204,1501.44,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.02102069v1,10,,2,3,,5/3/2023,,,,17,,,,,204,2.54,548.64
13220718734,36160,5/3/2023,60,688.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,WT Reorder,2,,10.02155189v2,10,,2,3,,5/3/2023,,,,5,,,,,60,2.85,205.2
13057701436,35780,4/19/2023,120,1520.4,Direct,New Business,,Closed and Won,Portal Order,,Organic Search,2,,10.0295895v1,10,,2,3,,5/2/2023,,,,10,,,,,120,2.72,359.04
12836401454,35982,4/4/2023,60,872.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,High Res Preview,10.02161497v1,10,,2,4,,5/2/2023,,,,5,,,,,60,2.83,203.76
13123995980,36019,4/24/2023,240,1934.4,Distributor,Existing Business,,Closed and Won,,,SAGE,3,,10.02122883v2,10,,2,3,,5/2/2023,,,,20,,,,,240,2.54,640.08
13162299227,36046,4/27/2023,240,1934.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02124448v1,10,,2,1,,5/2/2023,,,,20,,,,,240,1.96,493.92
13148866696,36062,4/26/2023,30,587.7,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02162366v1,10,,2,3,,5/2/2023,,,,3,,,,,30,2.85,136.8
13198434924,36073,5/1/2023,300,2418,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0236225v1,10,,2,4,,5/2/2023,,,,25,,,,,300,2.54,792.48
13086509692,36074,4/21/2023,125,1428.75,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,3,Low ,10.02161260v1,10,,2,1,,5/2/2023,,,,11,,,,,125,2.23,321.12
12988119558,36078,4/14/2023,500,3735,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,Low ,10.02159227v1,10,,2,1,,5/2/2023,,,,42,,,,,500,1.96,1011.36
13199103117,36079,5/1/2023,360,3787.2,Direct,Existing Business,,Closed and Won,,,,1,,10.0264857v1,10,,2,3,,5/2/2023,,,,10,,,,,120,2.72,359.04
13199103117,36079,5/1/2023,360,3787.2,Direct,Existing Business,,Closed and Won,,,,1,,10.0264469v2,10,,2,3,,5/2/2023,,,,10,,,,,120,2.72,359.04
13161008003,36080,4/27/2023,60,480,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,10.02162395v1,10,,2,4,,5/2/2023,,,,5,,,,,60,2.83,203.76
13198049447,36082,5/1/2023,240,1994.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0225572v1,10,,2,4,,5/2/2023,,,,20,,,,,240,2.54,640.08
13196945685,36083,5/1/2023,500,3735,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02162420v1,10,,2,1,,5/2/2023,,,,42,,,,,500,1.96,1011.36
12856532234,36084,4/5/2023,120,0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,High Res Preview,46.02160325v2,46,,113,1,,5/2/2023,,,,10,,,,,120,2.23,294.36
13198720300,36085,5/1/2023,120,1316.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0216604v1,10,,2,4,,5/2/2023,,,,5,,,,,60,2.83,203.76
13198720300,36085,5/1/2023,120,1316.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0216603v1,10,,2,4,,5/2/2023,,,,5,,,,,60,2.83,203.76
13176138328,36086,4/28/2023,240,3158.57,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,10.0299660v2,10,,2,3,,5/2/2023,,,,10,,,,,120,2.72,359.04
13176138328,36086,4/28/2023,240,3158.57,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,10.02114472v1,10,,2,3,,5/2/2023,,,,10,,,,,120,2.72,359.04
13197211022,36087,5/1/2023,120,1152,Distributor,Existing Business,,Closed and Won,Revision Request,,Pre-Hubspot Contact,2,,55.02153338v1,55,,114,1,,5/2/2023,,,,10,,,,,120,2.23,294.36
13196510363,36089,5/1/2023,30,647.7,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02162567v1,10,,2,1,,5/2/2023,,,,3,,,,,30,3.5,168
12992632651,36090,4/14/2023,65,799.55,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,44.02162218v1,44,,21,4,,5/2/2023,,,,6,,,,,65,3,252
13205587752,36091,5/2/2023,30,647.7,Direct,New Business,,Closed and Won,Portal Order,,Organic Search,1,,55.02162565v1,55,,114,3,,5/2/2023,,,,3,,,,,30,2.93,140.64
13195221328,36092,5/1/2023,80,917.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02106503v4,10,,2,1,,5/2/2023,,,,7,,,,,80,2.56,245.76
13197756003,36093,5/1/2023,150,1435.8,Wholesale,Existing Business,,Closed and Won,Revision Request,,Organic Search,1,,46.02162701v1,46,,113,1,,5/2/2023,,,,10,,,,,120,2.23,294.36
13197756003,36093,5/1/2023,150,1435.8,Wholesale,Existing Business,,Closed and Won,Revision Request,,Organic Search,1,,46.03162839v1,46,,113,1,,5/2/2023,,,,3,,,,,30,3.5,168
13197990059,36095,5/1/2023,45,962.55,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,2,High Res Preview,10.02162520v1,10,,2,3,,5/2/2023,,,,4,,,,,45,2.85,171
13137028476,36096,4/25/2023,160,1376,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,55.02161341v1,55,,114,1,,5/2/2023,,,,14,,,,,160,1.96,352.8
13206238566,36098,5/2/2023,60,598.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,SAGE,1,,10.02150323v2,10,,2,4,,5/2/2023,,,,5,,,,,60,2.83,203.76
12871130290,36100,4/6/2023,180,1974.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.0288438v1,10,,2,4,,5/2/2023,,,,5,,,,,60,2.83,203.76
12871130290,36100,4/6/2023,180,1974.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.0288439v1,10,,2,4,,5/2/2023,,,,5,,,,,60,2.83,203.76
12871130290,36100,4/6/2023,180,1974.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02157617v1,10,,2,4,,5/2/2023,,,,5,,,,,60,2.83,203.76
12795567933,36101,3/31/2023,60,797.4,Distributor,Existing Business,,Closed and Won,,,WT Outbound,2,Low ,10.02156623v1,10,,2,1,,5/2/2023,,,,3,,,,,30,3.5,168
12795567933,36101,3/31/2023,60,797.4,Distributor,Existing Business,,Closed and Won,,,WT Outbound,2,Low ,10.02156628v1,10,,2,1,,5/2/2023,,,,3,,,,,30,3.5,168
13059916828,36102,4/19/2023,120,1165.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,15.02162704v1,15,,7,3,,5/2/2023,,,,10,,,,,120,3.84,506.88
13174647688,36103,4/28/2023,150,1350,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02162175v1,10,,2,4,,5/2/2023,,,,13,,,,,150,2.54,426.72
12993377355,36104,4/14/2023,500,2435,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,932161215v3,93,500,120,10,45076,5/2/2023,Distributor,existingbusiness,12993377355,42,1.31,0,675.96,655,,,
13196605982,36105,5/1/2023,60,697.8,Distributor,Existing Business,,Closed and Won,,,SAGE,1,High Res Preview,46.02162590v1,46,,113,1,,5/2/2023,,,,5,,,,,60,2.56,184.32
13206802238,36106,5/2/2023,360,4197.07,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,2,,10.02133240v4,10,,2,4,,5/2/2023,,,,30,,,,,360,2.54,944.88
13206515819,36108,5/2/2023,120,1080,Distributor,Existing Business,,Closed and Won,,,CommonSku,2,,10.0283633v2,10,,2,3,,5/2/2023,,,,10,,,,,120,2.72,359.04
13206631218,36110,5/2/2023,1000,6850,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0272978v1,10,,2,1,,5/2/2023,,,,84,,,,,1000,1.79,1825.8
12856542119,36112,4/5/2023,100,1147,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,Low ,10.02157522v2,10,,2,3,,5/2/2023,,,,9,,,,,100,2.85,342
13208285078,36113,5/2/2023,60,715.8,Distributor,Existing Business,,Closed and Won,,,ASI Connect,1,,46.02162846v1,46,,113,1,,5/2/2023,,,,5,,,,,60,2.56,184.32
13208348521,36116,5/2/2023,150,1900.5,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,1,,10.02117926v1,10,,2,1,,5/2/2023,,,,13,,,,,150,1.96,329.28
12991602307,36118,4/14/2023,120,1032,Distributor,Existing Business,,Closed and Won,Revision Request,,Pre-Hubspot Contact,2,High Res Preview,55.02158878v1,55,,114,1,,5/2/2023,,,,10,,,,,120,2.23,294.36
