po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,total_intl_unit_cost_dont_use,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin
31562,10996396725,11/18/2022,525.0,3690.75,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02128040v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,44.0,,,0.0,0.0,2.41,1301.4,0.6473887421255842
31563,11020356188,11/20/2022,60.0,944.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Low ,10.02128322v2,10.0,0.0,2.0,4.0,,2022-11-29,,,,5.0,,,0.0,0.0,2.58,185.76,0.8033036848792885
31564,11000296712,11/18/2022,500.0,5008.31,Direct,Existing Business,,Closed and Won,Intake 3.0,,Organic Search,2,Low ,12.02128315v1,12.0,0.0,4.0,3.0,,2022-11-29,,,,42.0,,,0.0,0.0,2.16,1206.48,0.7591043685394874
31565,11103793418,11/26/2022,60.0,854.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,2,High Res Preview,10.02129247v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,5.0,,,0.0,0.0,3.66,263.52,0.6915730337078652
31566,10954608393,11/15/2022,240.0,2450.4,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,1,High Res Preview,10.02129151v3,10.0,0.0,2.0,4.0,,2022-11-29,,,,20.0,,,0.0,0.0,2.41,607.32,0.7521547502448579
31567,11144098619,11/29/2022,500.0,3515.0,Distributor,Existing Business,,Closed and Won,Portal Order,,Email Marketing,2,,10.02129283v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,42.0,,,0.0,0.0,2.41,1243.56,0.6462133712660029
31568,11036164787,11/21/2022,120.0,1557.6,Direct,Existing Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,Low ,55.02129018v1,55.0,0.0,114.0,1.0,,2022-11-29,,,,10.0,,,0.0,0.0,2.23,294.36,0.8110169491525423
31569,11030419727,11/21/2022,280.0,2858.8,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Medium ,10.02128650v3,10.0,0.0,2.0,1.0,,2022-11-29,,,,24.0,,,0.0,0.0,1.96,588.0,0.7943192948090108
31570,11130347938,11/28/2022,300.0,3273.0,Direct,Existing Business,,Closed and Won,3D Builder,,Direct Traffic,1,High Res Preview,10.02129256v2,10.0,0.0,2.0,1.0,,2022-11-29,,,,25.0,,,0.0,0.0,1.96,611.52,0.8131622364802933
31571,11142987872,11/29/2022,315.0,2472.75,Distributor,Existing Business,,Closed and Won,,,,1,,10.02116800v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,27.0,,,0.0,0.0,2.41,809.76,0.6725265392781317
31573,11131594660,11/28/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,2,High Res Preview,10.02129272v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,5.0,,,0.0,0.0,3.66,263.52,0.6099467140319716
31574,11144205672,11/29/2022,60.0,836.4,Direct,Existing Business,,Closed and Won,Portal Order,,Email Marketing,1,,10.02111530v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,5.0,,,0.0,0.0,3.66,263.52,0.68493543758967
31575,11064920075,11/23/2022,60.0,944.4,Direct,New Business,,Closed and Won,,,Direct Traffic,1,Low ,10.02128805v1,10.0,0.0,2.0,4.0,,2022-11-29,,,,5.0,,,0.0,0.0,2.58,185.76,0.8033036848792885
31576,11042442116,11/22/2022,2654.0,24312.52,Distributor,New Business,,Closed and Won,,,ASI Connect,1,Medium ,10.02128666v2,10.0,0.0,2.0,1.0,,2022-11-30,,,,222.0,,,0.0,0.0,1.71,4596.48,0.8109418521815098
31577,11142987646,11/29/2022,70.0,993.8,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,1,High Res Preview,10.02129403v1,10.0,0.0,2.0,4.0,,2022-11-29,,,,6.0,,,0.0,0.0,2.58,216.72,0.7819279533105252
31578,10551965239,10/13/2022,60.0,854.4,Direct,Existing Business,,Closed and Won,Portal Order,,Email Marketing,1,,10.0288955v2,10.0,0.0,2.0,4.0,,2022-11-29,,,,5.0,,,0.0,0.0,2.58,185.76,0.7825842696629214
31579,10997294657,11/18/2022,101.0,1162.51,Distributor,New Business,,Payment Pending,,,Organic Search,2,High Res Preview,10.02128358v2,10.0,0.0,2.0,4.0,,2022-11-30,,,,9.0,,,0.0,0.0,2.58,309.6,0.733679710282062
31580,9144177842,6/9/2022,99.0,966.24,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.02100224v1,10.0,0.0,2.0,4.0,,2022-11-29,,,,9.0,,,0.0,0.0,2.58,309.6,0.6795827123695976
31581,10527808062,10/11/2022,60.0,603.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,1,High Res Preview,10.02119237v1,10.0,0.0,2.0,4.0,,2022-11-29,,,,5.0,,,0.0,0.0,2.58,185.76,0.6922465208747515
31582,11128042377,11/28/2022,60.0,854.4,Direct,New Business,,Closed and Won,,,Direct Traffic,1,High Res Preview,10.02129200v1,10.0,0.0,2.0,1.0,,2022-11-29,,,,5.0,,,0.0,0.0,2.56,184.32,0.7842696629213483
31583,11087447188,11/25/2022,360.0,2638.8,Distributor,New Business,,Closed and Won,,,WT Outbound,1,High Res Preview,10.02129060v1,10.0,0.0,2.0,1.0,,2022-11-30,,,,30.0,,,0.0,0.0,1.96,729.12,0.7236925875397908
31584,11058912089,11/22/2022,120.0,1364.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,High Res Preview,10.02128872v2,10.0,0.0,2.0,4.0,,2022-11-29,,,,10.0,,,0.0,0.0,2.58,340.56,0.7503957783641162
31585,10967059598,11/16/2022,150.0,1501.5,Distributor,New Business,,Closed and Won,Template Download,,Organic Search,1,High Res Preview,10.02127786v1,10.0,0.0,2.0,4.0,,2022-11-29,,,,14.0,,,0.0,0.0,2.58,495.36,0.67008991008991
31586,10874338648,11/9/2022,125.0,1711.25,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Low ,15.02126811v2,15.0,0.0,7.0,3.0,,2022-11-29,,,,11.0,,,0.0,0.0,3.7,532.8,0.6886486486486487
31588,10755023448,10/31/2022,60.0,926.4,Direct,Existing Business,,Closed and Won,,,Organic Search,1,Low ,10.02128839v1,10.0,0.0,2.0,1.0,,2022-11-29,,,,5.0,,,0.0,0.0,2.56,184.32,0.8010362694300518
31589,11144320852,11/29/2022,480.0,3374.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.021342v1,10.0,0.0,2.0,1.0,,2022-11-29,,,,40.0,,,0.0,0.0,1.96,964.32,0.7142247510668562
31590,11145597969,11/29/2022,60.0,713.4,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,2,,55.02129502v1,55.0,0.0,114.0,3.0,,2022-11-29,,,,5.0,,,0.0,0.0,3.74,269.28,0.6225399495374264
31591,11040890917,11/22/2022,260.0,2106.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Event Longer Than 1 Year Ago,1,Low ,44.02128990v1,44.0,0.0,21.0,3.0,,2022-11-29,,,,22.0,,,0.0,0.0,2.49,687.24,0.6736752136752137
31592,10998657113,11/18/2022,60.0,1002.83,Direct,Existing Business,,Closed and Won,,,Client Referral,1,,10.02100891v3,10.0,0.0,2.0,4.0,,2022-11-29,,,,5.0,,,0.0,0.0,2.58,185.76,0.8147642172651397
31593,11052026976,11/22/2022,100.0,1126.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.02128623v2,10.0,0.0,2.0,4.0,,2022-11-29,,,,9.0,,,0.0,0.0,2.58,309.6,0.725044404973357
31594,10711088203,10/27/2022,120.0,1195.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,Low ,15.02129325v3,15.0,0.0,7.0,3.0,,2022-12-19,,,,10.0,,,0.0,0.0,3.7,488.4,0.5913654618473896
31595,10985090849,11/17/2022,0.0,6720.0,Direct,Existing Business,,Closed and Won,Revision Request,,Direct Traffic,1,,9102127264v4,910.0,1000.0,25.0,5.0,44939.0,2022-12-12,Direct,existingbusiness,10985090849.0,84.0,0.76,90.0,964.32,940.0,,940.0,0.8601190476190477
31596,11146388054,11/29/2022,200.0,1680.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0284817v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,17.0,,,0.0,0.0,2.41,520.56,0.6901428571428572
31597,11145651741,11/29/2022,1200.0,7224.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02101188v2,10.0,0.0,2.0,3.0,,2022-11-30,,,,100.0,,,0.0,0.0,1.91,2314.92,0.6795514950166113
31598,11066417939,11/23/2022,120.0,1364.4,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,10.02120347v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,10.0,,,0.0,0.0,2.58,340.56,0.7503957783641162
31599,11145782681,11/29/2022,1200.0,7224.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02101186v4,10.0,0.0,2.0,3.0,,2022-11-30,,,,100.0,,,0.0,0.0,1.91,2314.92,0.6795514950166113
31600,11146549935,11/29/2022,1100.0,7414.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02112209v4,10.0,0.0,2.0,1.0,,2022-12-06,,,,92.0,,,0.0,0.0,1.79,1997.64,0.730558403021311
31601,10859926293,11/8/2022,240.0,1884.0,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Event in the Past Year,2,High Res Preview,10.02126242v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,20.0,,,0.0,0.0,2.41,607.32,0.6776433121019108
31602,10773554000,11/1/2022,480.0,4192.99,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,Medium ,10.02126393v1,10.0,0.0,2.0,1.0,,2022-12-01,,,,40.0,,,0.0,0.0,2.23,1177.44,0.7191884550165872
31603,10995088413,11/18/2022,200.0,1806.0,Distributor,Existing Business,,Closed and Won,,,Organic Search,2,High Res Preview,10.02128135v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,17.0,,,0.0,0.0,2.41,520.56,0.7117607973421928
31604,11134355047,11/28/2022,60.0,836.4,Direct,Existing Business,,Closed and Won,Revision Request,,Direct Traffic,2,,10.02128736v5,10.0,0.0,2.0,1.0,,2022-11-29,,,,5.0,,,0.0,0.0,2.56,184.32,0.7796269727403156
31605,11148073384,11/29/2022,100.0,715.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02105496v1,10.0,0.0,2.0,1.0,,2022-11-29,,,,9.0,,,0.0,0.0,2.56,307.2,0.5703496503496504
31606,11146910074,11/29/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0278250v1,10.0,0.0,2.0,3.0,,2022-11-30,,,,10.0,,,0.0,0.0,2.58,340.56,0.6767653758542141
31607,11148109198,11/29/2022,150.0,1072.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0223662v2,10.0,0.0,2.0,1.0,,2022-11-29,,,,13.0,,,0.0,0.0,1.96,329.28,0.692979020979021
31609,11148473631,11/29/2022,80.0,900.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0224743v2,10.0,0.0,2.0,1.0,,2022-11-29,,,,7.0,,,0.0,0.0,2.56,245.76,0.7271758436944937
31610,11148078185,11/29/2022,150.0,1317.0,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,1,Not Rated,10.02129571v1,10.0,0.0,2.0,3.0,,2022-11-29,,,,13.0,,,0.0,0.0,2.41,404.88,0.6925740318906606
31611,11147967585,11/29/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02122289v1,10.0,0.0,2.0,4.0,,2022-11-29,,,,10.0,,,0.0,0.0,2.58,340.56,0.6767653758542141
31612,11148605780,11/29/2022,150.0,0.0,Distributor,New Business,,Closed and Won,,,Pre-Hubspot Contact,1,,55.02126014v3,55.0,0.0,114.0,1.0,,2022-11-29,,,,13.0,,,0.0,0.0,1.96,329.28,0.0
31613,11085873556,11/25/2022,90.0,1035.9,Distributor,New Business,,Closed and Won,,,Organic Search,2,High Res Preview,10.02129083v1,10.0,0.0,2.0,3.0,,2022-11-30,,,,8.0,,,0.0,0.0,3.58,386.64,0.6267593397046047
31614,11148915522,11/29/2022,60.0,926.4,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,1,,10.02100130v3,10.0,0.0,2.0,4.0,,2022-11-30,,,,5.0,,,0.0,0.0,2.58,185.76,0.7994818652849741
31615,11147073128,11/29/2022,90.0,878.4,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,2,Low ,10.02129555v1,10.0,0.0,2.0,3.0,,2022-11-30,,,,8.0,,,0.0,0.0,3.58,386.64,0.5598360655737705
31616,11128131256,11/28/2022,65.0,749.9,Distributor,New Business,,Closed and Won,,,Client Referral,1,Low ,10.02129513v1,10.0,0.0,2.0,3.0,,2022-11-30,,,,6.0,,,0.0,0.0,3.66,307.44,0.5900253367115615
31617,10957786752,11/15/2022,150.0,1317.0,Distributor,New Business,,Closed and Won,Intake 3.0,,Client Referral,2,High Res Preview,10.02127763v3,10.0,0.0,2.0,1.0,,2022-11-30,,,,13.0,,,0.0,0.0,1.96,329.28,0.7499772209567198
31618,10475035483,10/6/2022,950.0,8968.08,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02118592v1,10.0,0.0,2.0,1.0,,2022-11-30,,,,80.0,,,0.0,0.0,1.79,1739.88,0.8059919180025156
31619,10972279338,11/16/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Event in the Past Year,2,High Res Preview,10.02127845v1,10.0,0.0,2.0,1.0,,2022-12-01,,,,5.0,,,0.0,0.0,2.56,184.32,0.7271758436944938
31620,11158127677,11/30/2022,60.0,836.4,Direct,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,2,,10.02122876v3,10.0,0.0,2.0,1.0,,2022-11-30,,,,5.0,,,0.0,0.0,2.56,184.32,0.7796269727403156
31621,11158700091,11/30/2022,360.0,2638.8,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,2,,17.02130324v1,17.0,0.0,9.0,4.0,,2022-12-05,,,,30.0,,,0.0,0.0,2.41,896.52,0.6602546612096408
31622,10644700267,10/21/2022,60.0,926.4,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,10.02122292v3,10.0,0.0,2.0,1.0,,2022-11-30,,,,5.0,,,0.0,0.0,2.56,184.32,0.8010362694300518
31624,10885709397,11/10/2022,500.0,5102.55,Direct,New Business,,Closed and Won,Intake 3.0,,,1,High Res Preview,10.02127947v1,10.0,0.0,2.0,1.0,,2022-12-01,,,,42.0,,,0.0,0.0,1.96,1011.36,0.8017932210365405
31626,11160161360,11/30/2022,800.0,5387.0,Direct,Existing Business,,Closed and Won,Portal Order,,Email Marketing,1,,10.02128131v1,10.0,0.0,2.0,1.0,,2022-12-02,,,,67.0,,,0.0,0.0,1.79,1460.64,0.7288583627250789
31627,11145615109,11/29/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,1,High Res Preview,10.02129615v1,10.0,0.0,2.0,1.0,,2022-11-30,,,,10.0,,,0.0,0.0,2.23,294.36,0.6847043701799486
31628,11143717018,11/29/2022,120.0,1053.6,Distributor,Existing Business,,Closed and Won,,,CommonSku,2,Low ,10.02129442v2,10.0,0.0,2.0,1.0,,2022-11-30,,,,10.0,,,0.0,0.0,2.23,294.36,0.7206150341685649
31629,10934129528,11/14/2022,175.0,2164.75,Direct,Existing Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,10.02127214v1,10.0,0.0,2.0,1.0,,2022-11-30,,,,15.0,,,0.0,0.0,1.96,376.32,0.8261600646725951
31630,11132680023,11/28/2022,60.0,854.4,Direct,Existing Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,10.02129369v1,10.0,0.0,2.0,1.0,,2022-11-30,,,,5.0,,,0.0,0.0,2.56,184.32,0.7842696629213483
31631,10620797035,10/19/2022,120.0,1606.86,Direct,Existing Business,,Closed and Won,,,,3,Low ,10.02128553v1,10.0,0.0,2.0,3.0,,2022-11-30,,,,10.0,,,0.0,0.0,2.58,340.56,0.7880586983309062
31632,11067506482,11/23/2022,120.0,1083.6,Distributor,Existing Business,,Closed and Won,,,SAGE,3,Low ,10.02128873v1,10.0,0.0,2.0,1.0,,2022-12-01,,,,10.0,,,0.0,0.0,2.23,294.36,0.7283499446290144
31633,10615552553,10/19/2022,550.0,3866.5,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.0270274v1,10.0,0.0,2.0,1.0,,2022-12-01,,,,46.0,,,0.0,0.0,1.88,1060.32,0.7257674899780163
31634,11066767104,11/23/2022,100.0,1031.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.02129477v1,10.0,0.0,2.0,4.0,,2022-11-30,,,,9.0,,,0.0,0.0,2.58,309.6,0.6997090203685742
31635,11145274142,11/29/2022,60.0,1010.13,Direct,New Business,,Closed and Won,3D Builder,,Direct Traffic,2,High Res Preview,10.02129716v1,10.0,0.0,2.0,4.0,,2022-11-30,,,,5.0,,,0.0,0.0,2.58,185.76,0.8161028778474058
31636,11162336579,11/30/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,2,,10.0268088v2,10.0,0.0,2.0,3.0,,2022-11-30,,,,10.0,,,0.0,0.0,2.58,340.56,0.6352185089974293
31637,9759393876,8/8/2022,750.0,7457.4,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,10.02130621v2,10.0,0.0,2.0,4.0,,2022-12-08,,,,63.0,,,0.0,0.0,1.91,1466.88,0.803298736825167
31638,11161946516,11/30/2022,120.0,1083.6,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.02102252v1,10.0,0.0,2.0,1.0,,2022-12-01,,,,10.0,,,0.0,0.0,2.23,294.36,0.7283499446290144
31639,11000910916,11/18/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,High Res Preview,10.02128309v2,10.0,0.0,2.0,3.0,,2022-12-01,,,,10.0,,,0.0,0.0,2.58,340.56,0.6352185089974293
31640,10934377819,11/14/2022,148.0,1629.48,Distributor,Existing Business,,Closed and Won,3D Builder,,Email Marketing,2,Low ,17.02127535v2,17.0,0.0,9.0,1.0,,2022-11-30,,,,14.0,,,0.0,0.0,2.56,491.52,0.6983577583032624
31641,10889025896,11/10/2022,120.0,1882.8,Direct,Existing Business,,Closed and Won,Intake 3.0,,Direct Traffic,1,High Res Preview,10.02126791v1,10.0,0.0,2.0,3.0,,2022-11-30,,,,10.0,,,0.0,0.0,3.66,527.04,0.720076481835564
31642,11132678186,11/28/2022,120.0,1417.2,Direct,New Business,,Closed and Won,3D Builder,,Client Referral,1,High Res Preview,46.02129745v1,46.0,0.0,113.0,3.0,,2022-11-30,,,,10.0,,,0.0,0.0,2.58,340.56,0.7596951735817105
31643,11165315682,11/30/2022,100.0,0.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.02125287v1,10.0,0.0,2.0,1.0,,2022-11-30,,,,9.0,,,0.0,0.0,2.56,307.2,0.0
31644,11050361161,11/22/2022,420.0,3078.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02128637v1,10.0,0.0,2.0,1.0,,2022-11-30,,,,35.0,,,0.0,0.0,1.96,846.72,0.7249658935879946
31650,11166618700,11/30/2022,180.0,1580.4,Distributor,Existing Business,,Closed and Won,Portal Order,,Direct Traffic,2,,10.02129287v2,10.0,0.0,2.0,3.0,,2022-12-01,,,,15.0,,,0.0,0.0,2.41,462.72,0.707213363705391
31651,11148254280,11/29/2022,75.0,732.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.02126348v2,10.0,0.0,2.0,1.0,,2022-12-01,,,,7.0,,,0.0,0.0,2.56,245.76,0.6642622950819672
31652,10885043853,11/10/2022,62.0,623.72,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,10.02126604v1,10.0,0.0,2.0,4.0,,2022-12-01,,,,6.0,,,0.0,0.0,2.58,216.72,0.6525363945360098
31653,11161279364,11/30/2022,60.0,675.6,Distributor,Existing Business,,Closed and Won,Intake 3.0,,Client Referral,1,High Res Preview,10.02129845v1,10.0,0.0,2.0,1.0,,2022-12-01,,,,5.0,,,0.0,0.0,2.56,184.32,0.7271758436944938
31654,11087957083,11/25/2022,60.0,1083.54,Direct,New Business,,Closed and Won,,,Direct Traffic,1,Low ,10.0291932v3,10.0,0.0,2.0,1.0,,2022-12-01,,,,5.0,,,0.0,0.0,2.56,184.32,0.8298909131181129
31655,10798143865,11/3/2022,60.0,924.89,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,High Res Preview,10.02127615v3,10.0,0.0,2.0,1.0,,2022-12-01,,,,5.0,,,0.0,0.0,2.56,184.32,0.8007114359545459
31657,11064118545,11/23/2022,120.0,1792.8,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,,10.02129284v1,10.0,0.0,2.0,3.0,,2022-12-01,,,,10.0,,,0.0,0.0,3.66,527.04,0.7060240963855422
31658,11168917687,11/30/2022,250.0,2727.5,Direct,Existing Business,,Closed and Won,Portal Order,,Intake,1,,10.0275729v1,10.0,0.0,2.0,3.0,,2022-12-01,,,,21.0,,,0.0,0.0,2.41,636.24,0.7667314390467462
31660,11175218802,12/1/2022,1000.0,6890.0,Distributor,Existing Business,,Closed and Won,,,WT Strategic Partnerships,5,,10.02122260v1,10.0,0.0,2.0,4.0,,2022-12-20,,,,84.0,,,0.0,0.0,1.91,1948.2,0.7172423802612482
31661,10782815540,11/2/2022,62.0,737.18,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,55.02130581v1,55.0,0.0,114.0,4.0,,2022-12-05,,,,6.0,,,0.0,0.0,2.75,231.0,0.6866436962478635
31663,10616985445,10/19/2022,400.0,3976.0,Direct,New Business,,Closed and Won,3D Builder,,Email Marketing,1,High Res Preview,10.02121285v2,10.0,0.0,2.0,1.0,,2022-12-01,,,,34.0,,,0.0,0.0,1.96,823.2,0.7929577464788733
31664,10897563483,11/11/2022,720.0,5428.8,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0271823v2,10.0,0.0,2.0,3.0,,2022-12-01,,,,60.0,,,0.0,0.0,2.41,1821.96,0.6643899204244031
31666,10813453689,11/4/2022,120.0,1125.41,Distributor,New Business,,Closed and Won,,,Email Marketing,1,High Res Preview,12.02129277v2,12.0,0.0,4.0,1.0,,2022-12-01,,,,10.0,,,0.0,0.0,1.77,233.64,0.7923956602482651
31668,11176964791,12/1/2022,1200.0,10440.0,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,10.0222068v3,10.0,0.0,2.0,1.0,,2022-12-01,,,,100.0,,,0.0,0.0,1.71,2072.52,0.8014827586206896
31670,11177744708,12/1/2022,120.0,933.6,Distributor,Existing Business,,Closed and Won,,,CommonSku,1,,10.0288654v1,10.0,0.0,2.0,4.0,,2022-12-01,,,,10.0,,,0.0,0.0,2.58,340.56,0.6352185089974293
31671,11177472269,12/1/2022,150.0,1354.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02122215v2,10.0,0.0,2.0,3.0,,2022-12-01,,,,13.0,,,0.0,0.0,2.41,404.88,0.7010852713178295
31672,11174981688,12/1/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,WT Outbound,2,High Res Preview,10.02130045v1,10.0,0.0,2.0,4.0,,2022-12-01,,,,5.0,,,0.0,0.0,2.58,185.76,0.6827868852459017
31673,11176705176,12/1/2022,240.0,1327.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.0216094v1,10.0,0.0,2.0,1.0,,2022-12-01,,,,20.0,,,0.0,0.0,2.56,737.28,0.4444846292947559
31674,11163169125,11/30/2022,60.0,836.4,Direct,New Business,,Closed and Won,3D Builder,,Client Referral,2,High Res Preview,10.02129867v2,10.0,0.0,2.0,4.0,,2022-12-05,,,,5.0,,,0.0,0.0,2.58,185.76,0.7779053084648494
31675,10198723121,9/15/2022,120.0,988.8,Distributor,Existing Business,,Closed and Won,,,SAGE,2,High Res Preview,12.02115194v1,12.0,0.0,4.0,1.0,,2022-12-01,,,,10.0,,,0.0,0.0,1.77,233.64,0.7637135922330097
31676,11176832585,12/1/2022,120.0,1185.6,Wholesale,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,1,,55.02120666v1,55.0,0.0,114.0,3.0,,2022-12-01,,,,10.0,,,0.0,0.0,2.66,351.12,0.7038461538461538
31677,10955966864,11/15/2022,70.0,806.2,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,High Res Preview,10.02129372v3,10.0,0.0,2.0,4.0,,2022-12-01,,,,6.0,,,0.0,0.0,2.58,216.72,0.73118332919871
31678,11147061617,11/29/2022,60.0,998.4,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Low ,55.02129788v2,55.0,0.0,114.0,4.0,,2022-12-01,,,,5.0,,,0.0,0.0,2.75,198.0,0.8016826923076923
31679,11176988987,12/1/2022,60.0,585.6,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02130037v1,10.0,0.0,2.0,4.0,,2022-12-01,,,,5.0,,,0.0,0.0,2.58,185.76,0.6827868852459017
31680,11143227039,11/29/2022,85.0,1206.15,Direct,New Business,,Closed and Won,Intake 3.0,,Intake,1,Medium ,10.02130052v1,10.0,0.0,2.0,4.0,,2022-12-01,,,,8.0,,,0.0,0.0,2.58,278.64,0.7689839572192514
31681,11148432731,11/29/2022,150.0,1859.06,Direct,New Business,,Closed and Won,Intake 3.0,,Direct Traffic,2,High Res Preview,10.02129629v2,10.0,0.0,2.0,1.0,,2022-12-01,,,,13.0,,,0.0,0.0,1.96,329.28,0.8228782287822878
31682,11177950096,12/1/2022,1200.0,8772.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0227352v2,10.0,0.0,2.0,3.0,,2022-12-01,,,,100.0,,,0.0,0.0,2.16,2643.84,0.6986046511627907
31683,11179393024,12/1/2022,60.0,693.6,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,,10.0272584v2,10.0,0.0,2.0,4.0,,2022-12-01,,,,5.0,,,0.0,0.0,2.58,185.76,0.7321799307958478
31684,11030128929,11/21/2022,140.0,1986.6,Direct,New Business,,Closed and Won,Template Download,,Direct Traffic,1,Low ,10.02129484v1,10.0,0.0,2.0,1.0,,2022-12-01,,,,12.0,,,0.0,0.0,2.56,430.08,0.7835095137420719
31685,11127655529,11/28/2022,200.0,2402.85,Direct,New Business,,Closed and Won,,,Client Referral,2,Medium ,10.02129678v4,10.0,0.0,2.0,1.0,,2022-12-01,,,,17.0,,,0.0,0.0,1.96,423.36,0.8238092265434795
