po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,dont_use_total_intl_unit_cost,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin,month,year
36001,13127605120,4/24/2023,122.0,1098.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Medium ,10.02161103v1,10.0,0.0,2.0,3.0,,2023-04-27,,,,11.0,,,0.0,0.0,2.72,391.68,0.6432786885245901,4,2023
36002,12465776564,3/9/2023,60.0,690.14,Distributor,Existing Business,,Closed and Won,,,Referrals,2,High Res Preview,10.02152925v1,10.0,0.0,2.0,3.0,,2023-04-27,,,,5.0,,,0.0,0.0,2.85,205.2,0.7026690236763555,4,2023
36003,13162483728,4/27/2023,250.0,1626.5,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,17.02161932v1,17.0,0.0,9.0,1.0,,2023-05-03,,,,21.0,,,0.0,0.0,1.96,517.44,0.681869043959422,5,2023
36004,13162951747,4/27/2023,250.0,2015.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.02122674v2,10.0,0.0,2.0,1.0,,2023-04-28,,,,21.0,,,0.0,0.0,1.96,517.44,0.7432059553349876,4,2023
36005,13159424151,4/27/2023,60.0,1047.28,Direct,Existing Business,,Closed and Won,,,Organic Search,1,,10.02153969v1,10.0,0.0,2.0,1.0,,2023-04-27,,,,5.0,,,0.0,0.0,2.56,184.32,0.8240012222137347,4,2023
36006,13162965570,4/27/2023,3500.0,20055.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02151381v1,10.0,0.0,2.0,3.0,,2023-04-27,,,,292.0,,,0.0,0.0,1.72,6047.52,0.69845325355273,4,2023
36007,13162834947,4/27/2023,62.0,711.14,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02101812v1,10.0,0.0,2.0,1.0,,2023-05-12,,,,6.0,,,0.0,0.0,2.56,215.04,0.6976122845009421,5,2023
36008,13138308213,4/25/2023,250.0,2015.0,Distributor,Existing Business,,Closed and Won,Revision Request,,SAGE,2,,10.0290722v5,10.0,0.0,2.0,4.0,,2023-04-28,,,,21.0,,,0.0,0.0,2.54,670.56,0.6672158808933003,4,2023
36009,13078496669,4/20/2023,60.0,733.8,Distributor,Existing Business,,Closed and Won,Logged-In Design Request,,Event Longer Than 1 Year Ago,1,High Res Preview,46.02160394v1,46.0,0.0,113.0,1.0,,2023-04-28,,,,5.0,,,0.0,0.0,2.56,184.32,0.7488143908421914,4,2023
36010,13150417700,4/26/2023,75.0,809.44,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Medium ,10.02161647v3,10.0,0.0,2.0,3.0,,2023-04-27,,,,7.0,,,0.0,0.0,2.85,273.6,0.6619885352836529,4,2023
36011,13163506716,4/27/2023,1070.0,7329.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02162711v1,10.0,0.0,2.0,1.0,,2023-05-12,,,,90.0,,,0.0,0.0,1.79,1954.68,0.7333133228733201,5,2023
36012,13149178893,4/26/2023,500.0,3895.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,High Res Preview,55.02161523v2,55.0,0.0,114.0,1.0,,2023-05-04,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7403440308087291,5,2023
36013,13164423209,4/27/2023,62.0,618.14,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,3,,10.02137972v2,10.0,0.0,2.0,3.0,,2023-04-27,,,,6.0,,,0.0,0.0,2.85,239.4,0.6127090950270165,4,2023
36014,13160434956,4/27/2023,480.0,5763.54,Direct,Existing Business,,Closed and Won,Revision Request,,Organic Search,1,High Res Preview,10.02161744v1,10.0,0.0,2.0,4.0,,2023-04-28,,,,40.0,,,0.0,0.0,2.71,1430.88,0.7517359123038966,4,2023
36016,13170337646,4/28/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0224743v2,10.0,0.0,2.0,4.0,,2023-04-28,,,,5.0,,,0.0,0.0,2.83,203.76,0.7039232781168265,4,2023
36017,13159552155,4/27/2023,292.0,2315.56,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,55.02162040v1,55.0,0.0,114.0,4.0,,2023-04-28,,,,25.0,,,0.0,0.0,2.7,842.4,0.63620031439479,4,2023
36018,13062496125,4/19/2023,50.0,1038.0,Direct,New Business,,Closed and Won,Sample Request,,Event Longer Than 1 Year Ago,1,,10.02159684v1,10.0,0.0,2.0,3.0,,2023-04-28,,,,5.0,,,0.0,0.0,2.85,205.2,0.8023121387283236,4,2023
36019,13123995980,4/24/2023,240.0,1934.4,Distributor,Existing Business,,Closed and Won,,,SAGE,3,,10.02122883v2,10.0,0.0,2.0,3.0,,2023-05-02,,,,20.0,,,0.0,0.0,2.54,640.08,0.6691066997518611,5,2023
36020,12754474409,3/28/2023,360.0,3111.68,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,46.02155828v2,46.0,0.0,113.0,3.0,,2023-04-28,,,,30.0,,,0.0,0.0,2.72,1077.12,0.6538461538461539,4,2023
36021,13171112770,4/28/2023,120.0,912.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,55.02157491v3,55.0,0.0,114.0,3.0,,2023-04-28,,,,10.0,,,0.0,0.0,2.8,369.6,0.5947368421052631,4,2023
36022,13171271721,4/28/2023,60.0,573.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,WT Reorder,2,,12.02103830v1,12.0,0.0,4.0,1.0,,2023-04-28,,,,5.0,,,0.0,0.0,2.23,160.56,0.7197905759162304,4,2023
36023,13172343364,4/28/2023,250.0,3083.06,Direct,Existing Business,,Closed and Won,Reorder Button,,Paid Search,1,,10.02122911v2,10.0,0.0,2.0,1.0,,2023-04-28,,,,22.0,,,0.0,0.0,2.23,642.24,0.7916874793224912,4,2023
36024,12918289169,4/10/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,SAGE,3,Low ,10.02160699v1,10.0,0.0,2.0,4.0,,2023-05-01,,,,5.0,,,0.0,0.0,2.83,203.76,0.7039232781168265,5,2023
36025,12292370181,2/24/2023,300.0,3516.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,Medium ,17.02153900v4,17.0,0.0,9.0,4.0,,2023-05-01,,,,27.0,,,0.0,0.0,2.83,1018.8,0.7102389078498293,5,2023
36026,13171115323,4/28/2023,60.0,647.55,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.02112164v1,10.0,0.0,2.0,3.0,,2023-05-01,,,,5.0,,,0.0,0.0,2.85,205.2,0.6831132731063239,5,2023
36027,13148387390,4/26/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Organic Search,2,Medium ,10.02161538v1,10.0,0.0,2.0,4.0,,2023-04-28,,,,10.0,,,0.0,0.0,2.71,357.72,0.6687777777777778,4,2023
36029,13173265057,4/28/2023,0.0,1572.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,,932136030v2,93.0,240.0,120.0,10.0,45071.0,2023-05-01,Distributor,existingbusiness,13173265057.0,20.0,1.42,0.0,357.84,340.8,,340.8,0.7832061068702291,5,2023
36030,12706392069,3/24/2023,700.0,5453.0,Distributor,New Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Low ,55.02156212v3,55.0,0.0,114.0,1.0,,2023-04-28,,,,59.0,,,0.0,0.0,1.88,1353.6,0.7517696680726205,4,2023
36031,13147023016,4/26/2023,240.0,2266.2,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,,10.02106533v1,10.0,0.0,2.0,4.0,,2023-04-28,,,,20.0,,,0.0,0.0,2.83,691.44,0.6948901244373841,4,2023
36032,13174907959,4/28/2023,120.0,1400.4,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.02121503v8,10.0,0.0,2.0,3.0,,2023-04-28,,,,10.0,,,0.0,0.0,2.72,359.04,0.7436161096829478,4,2023
36033,11603683256,1/6/2023,430.0,3566.73,Distributor,Existing Business,,Closed and Won,,,Paid Search,2,High Res Preview,10.02162050v1,10.0,0.0,2.0,1.0,,2023-04-28,,,,36.0,,,0.0,0.0,1.96,870.24,0.7560118091360993,4,2023
36035,13174998948,4/28/2023,400.0,3012.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.0262821v1,10.0,0.0,2.0,3.0,,2023-04-28,,,,34.0,,,0.0,0.0,2.54,1066.8,0.6458167330677291,4,2023
36036,13086551719,4/21/2023,120.0,1520.4,Direct,Existing Business,,Closed and Won,,,Paid Search,3,,10.02144339v5,10.0,0.0,2.0,1.0,,2023-04-28,,,,10.0,,,0.0,0.0,2.23,294.36,0.8063930544593527,4,2023
36038,13148266412,4/26/2023,80.0,917.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,4,High Res Preview,10.02161530v2,10.0,0.0,2.0,4.0,,2023-05-01,,,,7.0,,,0.0,0.0,2.83,271.68,0.7039232781168265,5,2023
36040,13159434389,4/27/2023,60.0,726.0,Distributor,Existing Business,,Closed and Won,Logged-In Design Request,,Client Referral,2,High Res Preview,55.02162242v1,55.0,0.0,114.0,1.0,,2023-04-28,,,,5.0,,,0.0,0.0,2.56,184.32,0.7461157024793389,4,2023
36041,13136463651,4/25/2023,500.0,3405.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,17.02161795v2,17.0,0.0,9.0,4.0,,2023-05-01,,,,42.0,,,0.0,0.0,2.54,1310.64,0.6150837004405285,5,2023
36042,10252499546,9/20/2022,200.0,1684.0,Distributor,Existing Business,,Payment Pending,,,Client Referral,3,High Res Preview,13.05156435v2,13.0,0.0,5.0,3.0,,2023-04-28,,,,17.0,,,0.0,0.0,1.58,341.28,0.7973396674584323,4,2023
36043,12366478373,3/2/2023,382.0,2876.46,Distributor,Existing Business,,Closed and Won,,,SAGE,2,High Res Preview,10.02150502v1,10.0,0.0,2.0,1.0,,2023-05-01,,,,32.0,,,0.0,0.0,1.96,776.16,0.7301683319079703,5,2023
36045,13160939089,4/27/2023,150.0,1104.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Medium ,10.02162228v1,10.0,0.0,2.0,1.0,,2023-05-01,,,,13.0,,,0.0,0.0,1.96,329.28,0.7017391304347826,5,2023
36046,13162299227,4/27/2023,240.0,1934.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02124448v1,10.0,0.0,2.0,1.0,,2023-05-02,,,,20.0,,,0.0,0.0,1.96,493.92,0.7446650124069478,5,2023
36047,13175153962,4/28/2023,120.0,1346.4,Distributor,Existing Business,,Closed and Won,,,,2,High Res Preview,10.02162230v1,10.0,0.0,2.0,4.0,,2023-05-01,,,,10.0,,,0.0,0.0,2.83,407.52,0.6973262032085562,5,2023
36049,13176711937,4/28/2023,1000.0,6675.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02156332v1,10.0,0.0,2.0,3.0,,2023-04-30,,,,84.0,,,0.0,0.0,2.01,2050.2,0.6928539325842696,4,2023
36050,13157038347,4/27/2023,120.0,1523.92,Direct,New Business,,Closed and Won,Intake 3.0,,Paid Search,1,High Res Preview,10.02161835v1,10.0,0.0,2.0,4.0,,2023-05-01,,,,10.0,,,0.0,0.0,2.71,357.72,0.76526326841304,5,2023
36051,13171584376,4/28/2023,60.0,1017.0,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Low ,55.02162340v1,55.0,0.0,114.0,1.0,,2023-04-29,,,,5.0,,,0.0,0.0,2.56,184.32,0.8187610619469027,4,2023
36052,12988966821,4/14/2023,75.0,1367.94,Direct,New Business,,Closed and Won,,,Pre-Hubspot Contact,1,,10.0219502v8,10.0,0.0,2.0,4.0,,2023-05-03,,,,7.0,,,0.0,0.0,2.83,271.68,0.8013947980174568,5,2023
36053,12753211566,3/28/2023,125.0,1149.38,Distributor,Existing Business,,Closed and Won,Logged-In Design Request,,Email Marketing,1,Low ,10.02155888v5,10.0,0.0,2.0,4.0,,2023-04-30,,,,11.0,,,0.0,0.0,2.71,390.24,0.6604778228262194,4,2023
36054,13033173348,4/17/2023,60.0,839.15,Direct,Existing Business,,Closed and Won,,,Referrals,1,Low ,10.02159201v1,10.0,0.0,2.0,4.0,,2023-05-01,,,,5.0,,,0.0,0.0,2.83,203.76,0.7571828636119883,5,2023
36055,13195252565,5/1/2023,480.0,4754.56,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,2,,10.02150114v4,10.0,0.0,2.0,1.0,,2023-05-01,,,,40.0,,,0.0,0.0,1.96,964.32,0.7971799703863238,5,2023
36056,13133933659,4/25/2023,30.0,587.7,Direct,New Business,,Closed and Won,3D Builder,,Intake,1,High Res Preview,10.02161908v2,10.0,0.0,2.0,1.0,,2023-05-01,,,,3.0,,,0.0,0.0,3.5,168.0,0.7141398672792241,5,2023
36059,13196405604,5/1/2023,61.0,579.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,,10.02142253v1,10.0,0.0,2.0,3.0,,2023-05-01,,,,6.0,,,0.0,0.0,2.85,239.4,0.5868852459016394,5,2023
36060,13173319503,4/28/2023,300.0,3711.0,Direct,Existing Business,,Closed and Won,Portal Order,,,2,,10.02150219v2,10.0,0.0,2.0,1.0,,2023-05-01,,,,26.0,,,0.0,0.0,1.96,658.56,0.8225383993532741,5,2023
36061,13196510342,5/1/2023,60.0,703.2,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0289865v1,10.0,0.0,2.0,1.0,,2023-05-01,,,,5.0,,,0.0,0.0,2.56,184.32,0.7378839590443687,5,2023
36062,13148866696,4/26/2023,30.0,587.7,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02162366v1,10.0,0.0,2.0,3.0,,2023-05-02,,,,3.0,,,0.0,0.0,2.85,136.8,0.7672281776416539,5,2023
36063,13196460858,5/1/2023,250.0,2015.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0287306v2,10.0,0.0,2.0,3.0,,2023-05-01,,,,21.0,,,0.0,0.0,2.54,670.56,0.6672158808933003,5,2023
36065,12886128409,4/7/2023,30.0,701.14,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,Medium ,10.02158275v2,10.0,0.0,2.0,1.0,,2023-05-01,,,,3.0,,,0.0,0.0,3.5,168.0,0.760390221639045,5,2023
36066,13162250766,4/27/2023,100.0,1210.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,High Res Preview,55.02162153v1,55.0,0.0,114.0,4.0,,2023-05-01,,,,9.0,,,0.0,0.0,3.0,360.0,0.7024793388429752,5,2023
36067,13134293093,4/25/2023,300.0,3741.66,Direct,Existing Business,,Closed and Won,Logged-In Design Request,,Organic Search,1,Low ,10.02162363v1,10.0,0.0,2.0,1.0,,2023-05-01,,,,25.0,,,0.0,0.0,1.96,611.52,0.8365645194913488,5,2023
36068,13050830883,4/18/2023,275.0,3151.5,Direct,Existing Business,,Closed and Won,Logged-In Design Request,,Pre-Hubspot Contact,2,High Res Preview,10.02160036v2,10.0,0.0,2.0,1.0,,2023-05-01,,,,23.0,,,0.0,0.0,1.96,564.48,0.8208852927177535,5,2023
36069,13197111968,5/1/2023,120.0,1392.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,55.02162403v1,55.0,0.0,114.0,3.0,,2023-05-01,,,,10.0,,,0.0,0.0,2.93,421.92,0.6968965517241379,5,2023
36070,13160144524,4/27/2023,100.0,1540.0,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,55.02163337v1,55.0,0.0,114.0,3.0,,2023-05-04,,,,9.0,,,0.0,0.0,2.93,351.6,0.7716883116883118,5,2023
36071,13198019431,5/1/2023,240.0,2781.6,Direct,Existing Business,,Closed and Won,,,Organic Search,1,,55.0290864v3,55.0,0.0,114.0,1.0,,2023-05-18,,,,20.0,,,0.0,0.0,1.96,493.92,0.8224331320103537,5,2023
36073,13198434924,5/1/2023,300.0,2418.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0236225v1,10.0,0.0,2.0,4.0,,2023-05-02,,,,25.0,,,0.0,0.0,2.54,792.48,0.672258064516129,5,2023
36074,13086509692,4/21/2023,125.0,1428.75,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,3,Low ,10.02161260v1,10.0,0.0,2.0,1.0,,2023-05-02,,,,11.0,,,0.0,0.0,2.23,321.12,0.7752440944881891,5,2023
36075,13198431799,5/1/2023,480.0,3465.6,Distributor,Existing Business,,Payment Pending,,,Client Referral,2,,10.026879v2,10.0,0.0,2.0,1.0,,2023-05-03,,,,40.0,,,0.0,0.0,1.96,964.32,0.7217451523545706,5,2023
36076,13134007473,4/25/2023,240.0,2795.45,Direct,Existing Business,,Closed and Won,,,Organic Search,1,Low ,17.02161243v4,17.0,0.0,9.0,1.0,,2023-05-01,,,,20.0,,,0.0,0.0,1.96,493.92,0.8233128834355827,5,2023
36077,13196961298,5/1/2023,200.0,1800.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.02162446v1,10.0,0.0,2.0,1.0,,2023-05-01,,,,17.0,,,0.0,0.0,1.96,423.36,0.7647999999999999,5,2023
36078,12988119558,4/14/2023,500.0,3735.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,Low ,10.02159227v1,10.0,0.0,2.0,1.0,,2023-05-02,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7292208835341365,5,2023
36079,13199103117,5/1/2023,240.0,3787.2,Direct,Existing Business,,Closed and Won,,,,1,,10.0264857v1,10.0,0.0,2.0,3.0,,2023-05-02,,,,20.0,,,0.0,0.0,2.72,718.08,0.8103929024081116,5,2023
36080,13161008003,4/27/2023,60.0,480.0,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,10.02162395v1,10.0,0.0,2.0,4.0,,2023-05-02,,,,5.0,,,0.0,0.0,2.83,203.76,0.5755,5,2023
36081,13198900900,5/1/2023,150.0,1645.5,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,,10.02156442v1,10.0,0.0,2.0,1.0,,2023-05-03,,,,14.0,,,0.0,0.0,2.56,491.52,0.7012944393801276,5,2023
36082,13198049447,5/1/2023,240.0,1994.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0225572v1,10.0,0.0,2.0,4.0,,2023-05-02,,,,20.0,,,0.0,0.0,2.54,640.08,0.6790613718411553,5,2023
36083,13196945685,5/1/2023,500.0,3735.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02162420v1,10.0,0.0,2.0,1.0,,2023-05-02,,,,42.0,,,0.0,0.0,1.96,1011.36,0.7292208835341365,5,2023
36084,12856532234,4/5/2023,120.0,0.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,High Res Preview,46.02160325v2,46.0,0.0,113.0,1.0,,2023-05-02,,,,10.0,,,0.0,0.0,2.23,294.36,0.0,5,2023
36085,13198720300,5/1/2023,120.0,1316.4,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,,10.0216604v1,10.0,0.0,2.0,4.0,,2023-05-02,,,,10.0,,,0.0,0.0,2.83,407.52,0.6904284412032817,5,2023
36086,13176138328,4/28/2023,240.0,3158.57,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,10.0299660v2,10.0,0.0,2.0,3.0,,2023-05-02,,,,20.0,,,0.0,0.0,2.72,718.08,0.7726566135941265,5,2023
36087,13197211022,5/1/2023,120.0,1152.0,Distributor,Existing Business,,Closed and Won,Revision Request,,Pre-Hubspot Contact,2,,55.02153338v1,55.0,0.0,114.0,1.0,,2023-05-02,,,,10.0,,,0.0,0.0,2.23,294.36,0.7444791666666667,5,2023
36088,13205653018,5/2/2023,360.0,3384.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,55.02119053v1,55.0,0.0,114.0,1.0,,2023-05-03,,,,30.0,,,0.0,0.0,1.96,752.64,0.7775886524822695,5,2023
36089,13196510363,5/1/2023,30.0,647.7,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,1,High Res Preview,10.02162567v1,10.0,0.0,2.0,1.0,,2023-05-02,,,,3.0,,,0.0,0.0,3.5,168.0,0.7406206577119037,5,2023
36090,12992632651,4/14/2023,65.0,799.55,Distributor,Existing Business,,Closed and Won,,,SAGE,2,Low ,44.02162218v1,44.0,0.0,21.0,4.0,,2023-05-02,,,,6.0,,,0.0,0.0,3.0,252.0,0.6848227127759364,5,2023
36091,13205587752,5/2/2023,30.0,647.7,Direct,New Business,,Closed and Won,Portal Order,,Organic Search,1,,55.02162565v1,55.0,0.0,114.0,3.0,,2023-05-02,,,,3.0,,,0.0,0.0,2.93,140.64,0.7828624363131079,5,2023
36092,13195221328,5/1/2023,80.0,917.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02106503v4,10.0,0.0,2.0,1.0,,2023-05-02,,,,7.0,,,0.0,0.0,2.56,245.76,0.7321708805579773,5,2023
36093,13197756003,5/1/2023,150.0,1435.8,Wholesale,Existing Business,,Closed and Won,Revision Request,,Organic Search,1,,46.03162839v1,46.0,0.0,113.0,1.0,,2023-05-02,,,,13.0,,,0.0,0.0,3.5,462.36,0.6779774341830338,5,2023
36094,12827901844,4/3/2023,240.0,2158.59,Wholesale,Existing Business,,Closed and Won,,,,1,Low ,10.02162370v1,10.0,0.0,2.0,1.0,,2023-05-03,,,,20.0,,,0.0,0.0,2.23,588.72,0.7272664100176505,5,2023
36095,13197990059,5/1/2023,45.0,962.55,Direct,New Business,,Closed and Won,Intake 3.0,,Organic Search,2,High Res Preview,10.02162520v1,10.0,0.0,2.0,3.0,,2023-05-02,,,,4.0,,,0.0,0.0,2.85,171.0,0.8223468910705938,5,2023
36096,13137028476,4/25/2023,160.0,1376.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,High Res Preview,55.02161341v1,55.0,0.0,114.0,1.0,,2023-05-02,,,,14.0,,,0.0,0.0,1.96,352.8,0.7436046511627907,5,2023
36097,12950293893,4/12/2023,1500.0,10785.0,Distributor,Existing Business,,Closed and Won,,,,1,,10.0258409v1,10.0,0.0,2.0,1.0,,2023-05-03,,,,126.0,,,0.0,0.0,1.96,3034.08,0.7186759388038944,5,2023
36098,13206238566,5/2/2023,60.0,598.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,SAGE,1,,10.02150323v2,10.0,0.0,2.0,4.0,,2023-05-02,,,,5.0,,,0.0,0.0,2.83,203.76,0.6593781344032097,5,2023
36100,12871130290,4/6/2023,180.0,1974.6,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.0288438v1,10.0,0.0,2.0,4.0,,2023-05-02,,,,15.0,,,0.0,0.0,2.83,611.28,0.6904284412032817,5,2023
36101,12795567933,3/31/2023,60.0,797.4,Distributor,Existing Business,,Closed and Won,,,WT Outbound,2,Low ,10.02156623v1,10.0,0.0,2.0,1.0,,2023-05-02,,,,6.0,,,0.0,0.0,3.5,336.0,0.5786305492851768,5,2023
36102,13059916828,4/19/2023,120.0,1165.2,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,High Res Preview,15.02162704v1,15.0,0.0,7.0,3.0,,2023-05-02,,,,10.0,,,0.0,0.0,3.84,506.88,0.5649845520082389,5,2023
36103,13174647688,4/28/2023,150.0,1350.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02162175v1,10.0,0.0,2.0,4.0,,2023-05-02,,,,13.0,,,0.0,0.0,2.54,426.72,0.6839111111111111,5,2023
36104,12993377355,4/14/2023,0.0,2435.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,Low ,932161215v3,93.0,500.0,120.0,10.0,45076.0,2023-05-02,Distributor,existingbusiness,12993377355.0,42.0,1.31,0.0,675.96,655.0,,655.0,0.731006160164271,5,2023
36105,13196605982,5/1/2023,60.0,697.8,Distributor,Existing Business,,Closed and Won,,,SAGE,1,High Res Preview,46.02162590v1,46.0,0.0,113.0,1.0,,2023-05-02,,,,5.0,,,0.0,0.0,2.56,184.32,0.7358555460017198,5,2023
36106,13206802238,5/2/2023,360.0,4197.07,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,2,,10.02133240v4,10.0,0.0,2.0,4.0,,2023-05-02,,,,30.0,,,0.0,0.0,2.54,944.88,0.7748715175110255,5,2023
36107,13084513367,4/21/2023,200.0,1850.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,,10.0233038v2,10.0,0.0,2.0,1.0,,2023-05-04,,,,17.0,,,0.0,0.0,1.96,423.36,0.7711567567567567,5,2023
36108,13206515819,5/2/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,CommonSku,2,,10.0283633v2,10.0,0.0,2.0,3.0,,2023-05-02,,,,10.0,,,0.0,0.0,2.72,359.04,0.6675555555555556,5,2023
36109,13134389164,4/25/2023,120.0,0.0,Distributor,New Business,,Closed and Won,,,Client Referral,3,Medium ,55.02162294v2,55.0,0.0,114.0,4.0,,2023-05-03,,,,10.0,,,0.0,0.0,2.88,380.16,0.0,5,2023
36110,13206631218,5/2/2023,1000.0,6850.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0272978v1,10.0,0.0,2.0,1.0,,2023-05-02,,,,84.0,,,0.0,0.0,1.79,1825.8,0.7334598540145986,5,2023
36111,12822495566,4/3/2023,2000.0,14100.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,46.02156779v1,46.0,0.0,113.0,3.0,,2023-05-04,,,,167.0,,,0.0,0.0,2.01,4076.28,0.7109021276595744,5,2023
36112,12856542119,4/5/2023,100.0,1147.0,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,Low ,10.02157522v2,10.0,0.0,2.0,3.0,,2023-05-02,,,,9.0,,,0.0,0.0,2.85,342.0,0.7018308631211857,5,2023
36113,13208285078,5/2/2023,60.0,715.8,Distributor,Existing Business,,Closed and Won,,,ASI Connect,1,,46.02162846v1,46.0,0.0,113.0,1.0,,2023-05-02,,,,5.0,,,0.0,0.0,2.56,184.32,0.7424979044425818,5,2023
36114,13147174434,4/26/2023,654.0,5457.63,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Not Rated,55.02161745v3,55.0,0.0,114.0,1.0,,2023-05-03,,,,56.0,,,0.0,0.0,1.96,1364.16,0.7500453493549398,5,2023
36115,13176601934,4/28/2023,60.0,949.35,Direct,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,10.0283499v2,10.0,0.0,2.0,1.0,,2023-05-03,,,,5.0,,,0.0,0.0,2.56,184.32,0.8058461052298941,5,2023
36116,13208348521,5/2/2023,150.0,1900.5,Direct,Existing Business,,Closed and Won,Reorder Button,,Direct Traffic,1,,10.02117926v1,10.0,0.0,2.0,1.0,,2023-05-02,,,,13.0,,,0.0,0.0,1.96,329.28,0.8267403314917128,5,2023
36117,12206486631,2/17/2023,180.0,1620.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,2,Low ,10.02148019v5,10.0,0.0,2.0,1.0,,2023-05-03,,,,15.0,,,0.0,0.0,1.96,376.32,0.7677037037037038,5,2023
