po_number,deal_id_x,order_created,total_deal_quantity,amount_in_company_currency,client_type_x,deal_type_x,special_order_type,deal_stage,automation_tools,revisions,deal_source_ca,number_of_associated_contacts,design_difficulty,SKU,chassis,total_intl_product_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_to_prod,client_type_y,deal_type_y,deal_id_y,Total SKU DZ on PO,intl_unit_cost,fixed_intl_pkg_cost,dont_use_total_intl_unit_cost,total_intl_sku_cost,cost_per_sku,total_sku_cost,gross_margin,month,year
40569,15056808028,9/7/2023,120.0,1110.0,Distributor,New Business,,Closed and Won,,,Organic Search,2,Low ,10.02186504v2,10.0,0.0,2.0,4.0,,2023-10-23,,,,10.0,,,0.0,0.0,2.83,373.56,0.6634594594594595,10,2023
40570,15687199335,10/18/2023,260.0,2979.6,Direct,New Business,,Closed and Won,,,Email Marketing,1,Low ,10.02195385v2,10.0,0.0,2.0,1.0,,2023-10-23,,,,22.0,,,0.0,0.0,1.96,540.96,0.8184454289166331,10,2023
40571,15142566735,9/13/2023,120.0,1110.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,,10.02187527v1,10.0,0.0,2.0,4.0,,2023-10-23,,,,10.0,,,0.0,0.0,2.83,373.56,0.6634594594594595,10,2023
40572,15220617263,9/18/2023,240.0,2088.0,Distributor,Existing Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.02195458v1,10.0,0.0,2.0,4.0,,2023-10-23,,,,20.0,,,0.0,0.0,2.83,747.12,0.642183908045977,10,2023
40573,15755513661,10/23/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,3,,10.02135810v5,10.0,0.0,2.0,1.0,,2023-10-23,,,,10.0,,,0.0,0.0,2.23,294.36,0.7274444444444444,10,2023
40574,15668929409,10/17/2023,360.0,3877.2,Direct,Existing Business,,Payment Pending,Intake 4.0 Logged In,,Organic Search,2,High Res Preview,10.02194896v1,10.0,0.0,2.0,1.0,,2023-10-23,,,,30.0,,,0.0,0.0,1.96,729.12,0.8119467657072114,10,2023
40575,15597223844,10/12/2023,120.0,960.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,Not Rated,10.02194154v1,10.0,0.0,2.0,4.0,,2023-10-23,,,,10.0,,,0.0,0.0,2.83,373.56,0.6108750000000001,10,2023
40576,15754159406,10/23/2023,240.0,3521.98,Direct,Existing Business,,Payment Pending,Portal Order,,Organic Search,2,,10.02178051v1,10.0,0.0,2.0,3.0,,2023-10-24,,,,20.0,,,0.0,0.0,2.43,612.36,0.8261318917199983,10,2023
40577,15685603166,10/18/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,Low ,10.02196980v1,10.0,0.0,2.0,1.0,,2023-10-26,,,,10.0,,,0.0,0.0,2.23,294.36,0.7274444444444444,10,2023
40578,15546572204,10/10/2023,120.0,1371.6,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02193294v1,10.0,0.0,2.0,4.0,,2023-10-23,,,,10.0,,,0.0,0.0,2.83,373.56,0.7276465441819773,10,2023
40579,15652953760,10/16/2023,150.0,2096.1,Wholesale,Existing Business,,Closed and Won,,,Email Marketing,1,,55.02194510v3,55.0,0.0,114.0,4.0,,2023-10-23,,,,14.0,,,0.0,0.0,3.42,708.48,0.6620008587376556,10,2023
40580,15613814085,10/13/2023,60.0,706.2,Distributor,New Business,,Closed and Won,Intake 4.0 Logged In,,Email Marketing,2,High Res Preview,10.02195840v1,10.0,0.0,2.0,4.0,,2023-10-23,,,,5.0,,,0.0,0.0,2.83,203.76,0.7114698385726423,10,2023
40581,15756627991,10/23/2023,600.0,4296.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,,10.02146587v1,10.0,0.0,2.0,1.0,,2023-10-23,,,,50.0,,,0.0,0.0,1.96,1223.04,0.7153072625698325,10,2023
40582,15504697614,10/7/2023,30.0,681.78,Direct,New Business,,Closed and Won,Intake 4.0 Logged In,,Organic Search,2,High Res Preview,10.02192951v4,10.0,0.0,2.0,4.0,,2023-10-23,,,,3.0,,,0.0,0.0,3.25,156.0,0.771187186482443,10,2023
40583,15614146158,10/13/2023,150.0,1437.02,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Paid Search,1,High Res Preview,55.02194272v1,55.0,0.0,114.0,4.0,,2023-10-23,,,,13.0,,,0.0,0.0,2.71,455.28,0.6831776871581468,10,2023
40584,15757500302,10/23/2023,100.0,1116.81,Distributor,Existing Business,,Payment Pending,Reorder Button,,Event Longer Than 1 Year Ago,1,,10.02132225v1,10.0,0.0,2.0,3.0,,2023-10-23,,,,9.0,,,0.0,0.0,2.85,342.0,0.6937706503344346,10,2023
40585,15671312791,10/17/2023,0.0,1639.2,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Direct Traffic,1,Low ,932196089v1,93.0,240.0,120.0,10.0,45245.0,2023-10-23,Distributor,existingbusiness,15671312791.0,20.0,1.42,0.0,357.84,340.8,,340.8,0.7920937042459737,10,2023
40586,15757912460,10/23/2023,0.0,2560.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,932136030v2,93.0,500.0,120.0,10.0,45252.0,2023-10-24,Distributor,existingbusiness,15757912460.0,42.0,1.31,0.0,675.96,655.0,,655.0,0.744140625,10,2023
40587,15755016566,10/23/2023,120.0,1062.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,1,Low ,55.02196084v1,55.0,0.0,114.0,1.0,,2023-10-23,,,,10.0,,,0.0,0.0,1.96,258.72,0.7563841807909605,10,2023
40588,15758052772,10/23/2023,100.0,1147.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,4,,10.02178725v1,10.0,0.0,2.0,4.0,,2023-10-24,,,,9.0,,,0.0,0.0,2.83,339.6,0.7039232781168265,10,2023
40589,15425038640,10/3/2023,250.0,3026.42,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,,10.03196093v1,10.0,0.0,2.0,1.0,,2023-10-23,,,,21.0,,,0.0,0.0,1.96,517.44,0.8290257135493421,10,2023
40590,15723103799,10/20/2023,250.0,2077.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,3,Low ,10.02195939v2,10.0,0.0,2.0,1.0,,2023-10-23,,,,21.0,,,0.0,0.0,1.96,517.44,0.7509314079422382,10,2023
40591,15757653817,10/23/2023,550.0,3883.0,Distributor,New Business,,Closed and Won,,,CommonSku,1,High Res Preview,10.02114289v1,10.0,0.0,2.0,1.0,,2023-10-23,,,,46.0,,,0.0,0.0,1.88,1060.32,0.7269327839299512,10,2023
40592,15705350226,10/19/2023,30.0,647.7,Direct,New Business,,Closed and Won,,,LinkedIn,1,Low ,10.02195882v1,10.0,0.0,2.0,3.0,,2023-10-23,,,,3.0,,,0.0,0.0,3.18,152.64,0.7643353404353868,10,2023
40593,15670043724,10/17/2023,60.0,616.2,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,2,High Res Preview,10.02194834v1,10.0,0.0,2.0,3.0,,2023-10-23,,,,5.0,,,0.0,0.0,2.85,205.2,0.6669912366114898,10,2023
40594,15367188581,9/28/2023,140.0,1295.0,Distributor,Existing Business,,Closed and Won,,,Direct Traffic,1,,10.02165216v2,10.0,0.0,2.0,1.0,,2023-10-23,,,,12.0,,,0.0,0.0,1.96,305.76,0.7638918918918919,10,2023
40595,14405426211,7/31/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,SAGE,1,High ,10.02190687v5,10.0,0.0,2.0,3.0,,2023-10-24,,,,5.0,,,0.0,0.0,2.85,205.2,0.7018308631211857,10,2023
40596,15345098017,9/27/2023,120.0,1520.4,Direct,New Business,,Closed and Won,3D Builder,,Email Marketing,1,,10.02195305v1,10.0,0.0,2.0,1.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.23,294.36,0.8063930544593527,10,2023
40597,14633750811,8/15/2023,70.0,742.0,Distributor,New Business,,Closed and Won,,,Event in the Past Year,2,Low ,55.02180931v4,55.0,0.0,114.0,3.0,,2023-10-24,,,,6.0,,,0.0,0.0,2.98,250.32,0.6626415094339623,10,2023
40598,15671238738,10/17/2023,150.0,1412.33,Distributor,Existing Business,,Closed and Won,Reorder Button,,SAGE,3,,10.02147769v2,10.0,0.0,2.0,1.0,,2023-10-23,,,,13.0,,,0.0,0.0,1.96,329.28,0.7668533558021142,10,2023
40599,15456316738,10/4/2023,120.0,1729.16,Direct,Existing Business,,Closed and Won,Revision Request,,Organic Search,2,,10.02118221v5,10.0,0.0,2.0,1.0,,2023-10-23,,,,10.0,,,0.0,0.0,2.23,294.36,0.8297670545235838,10,2023
40600,15758625545,10/23/2023,120.0,1080.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02192156v1,10.0,0.0,2.0,3.0,,2023-10-23,,,,10.0,,,0.0,0.0,2.72,359.04,0.6675555555555556,10,2023
40601,15758229128,10/23/2023,20.0,1518.0,Direct,New Business,,Payment Pending,,,,1,,10.02184298v1,10.0,0.0,2.0,1.0,,2023-10-23,,,,2.0,,,0.0,0.0,3.18,114.48,0.9245849802371542,10,2023
40602,15471089465,10/5/2023,120.0,1520.4,Direct,Existing Business,,Closed and Won,Portal Order,,Organic Search,1,,10.02196122v1,10.0,0.0,2.0,3.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.72,359.04,0.7638516179952645,10,2023
40603,15758383163,10/23/2023,0.0,2435.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,932150034v3,93.0,500.0,120.0,10.0,45246.0,2023-10-23,Distributor,existingbusiness,15758383163.0,42.0,1.31,0.0,675.96,655.0,,655.0,0.731006160164271,10,2023
40604,15543713322,10/10/2023,500.0,3785.0,Distributor,Existing Business,,Payment Pending,,,Event in the Past Year,2,Low ,10.02193812v3,10.0,0.0,2.0,3.0,,2023-10-23,,,,42.0,,,0.0,0.0,2.43,1253.88,0.6687239101717305,10,2023
40606,15759181085,10/23/2023,120.0,960.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,CommonSku,1,,10.0288654v1,10.0,0.0,2.0,4.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.83,373.56,0.6108750000000001,10,2023
40607,15759281731,10/23/2023,0.0,1744.49,Distributor,Existing Business,,Closed and Won,Reorder Button,,CommonSku,2,,932133466v1,93.0,205.0,120.0,10.0,45247.0,2023-10-24,Distributor,existingbusiness,15759281731.0,18.0,1.8,0.0,410.4,369.0,,369.0,0.788476861432281,10,2023
40608,15759257393,10/23/2023,150.0,1683.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,SAGE,3,,10.02151690v1,10.0,0.0,2.0,4.0,,2023-10-24,,,,14.0,,,0.0,0.0,2.83,543.36,0.6771479500891265,10,2023
40610,15658041191,10/16/2023,30.0,476.7,Distributor,Existing Business,,Closed and Won,,,Client Referral,1,Low ,10.02194668v2,10.0,0.0,2.0,3.0,,2023-10-24,,,,3.0,,,0.0,0.0,3.18,152.64,0.6797986154814348,10,2023
40611,15706940949,10/19/2023,30.0,503.4,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,1,High Res Preview,10.02196069v1,10.0,0.0,2.0,3.0,,2023-10-24,,,,3.0,,,0.0,0.0,3.18,152.64,0.6967818831942789,10,2023
40612,15550590247,10/10/2023,120.0,2933.35,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Direct Traffic,1,High Res Preview,10.01196030v1,10.0,0.0,2.0,3.0,,2023-10-24,,,,11.0,,,0.0,0.0,3.18,516.72,0.823846455417867,10,2023
40613,15658211983,10/16/2023,120.0,1400.4,Direct,New Business,,Closed and Won,3D Builder,,Pre-Hubspot Contact,2,,10.02194551v2,10.0,0.0,2.0,1.0,,2023-10-25,,,,10.0,,,0.0,0.0,2.23,294.36,0.789802913453299,10,2023
40614,15273817949,9/21/2023,120.0,1858.8,Direct,New Business,,Closed and Won,,,Organic Search,1,High Res Preview,10.02193673v1,10.0,0.0,2.0,3.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.85,410.4,0.7792123950936088,10,2023
40615,15705023902,10/19/2023,360.0,3324.52,Distributor,Existing Business,,Payment Pending,,,Client Referral,3,Low ,10.02195553v1,10.0,0.0,2.0,1.0,,2023-10-26,,,,30.0,,,0.0,0.0,1.96,729.12,0.7806841288366441,10,2023
40616,15769307236,10/24/2023,175.0,999.25,Direct,Existing Business,,Closed and Won,,,Organic Search,1,,10.02192759v1,10.0,0.0,2.0,1.0,,2023-10-24,,,,15.0,,,0.0,0.0,1.96,376.32,0.6233975481611209,10,2023
40617,15657488410,10/16/2023,120.0,1110.0,Distributor,New Business,,Closed and Won,,,Event in the Past Year,1,High Res Preview,10.02195360v2,10.0,0.0,2.0,1.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.23,294.36,0.7348108108108108,10,2023
40618,15769474193,10/24/2023,60.0,706.2,Distributor,Existing Business,,Payment Pending,Reorder Button,,Event Longer Than 1 Year Ago,2,,10.02133967v2,10.0,0.0,2.0,4.0,,2023-10-30,,,,5.0,,,0.0,0.0,2.83,203.76,0.7114698385726423,10,2023
40619,15767563611,10/24/2023,60.0,1247.4,Direct,New Business,,Closed and Won,Portal Order,,Organic Search,1,,10.02186975v2,10.0,0.0,2.0,3.0,,2023-10-24,,,,6.0,,,0.0,0.0,3.18,305.28,0.7552669552669553,10,2023
40620,15564526450,10/11/2023,0.0,1444.26,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Organic Search,1,High Res Preview,932196077v1,93.0,120.0,120.0,10.0,45246.0,2023-10-24,Direct,newbusiness,15564526450.0,10.0,1.8,0.0,237.6,216.0,,216.0,0.8504424411117112,10,2023
40621,15707539503,10/19/2023,85.0,868.7,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High Res Preview,10.02195772v1,10.0,0.0,2.0,3.0,,2023-10-24,,,,8.0,,,0.0,0.0,2.85,307.8,0.6456774490618166,10,2023
40622,15770118508,10/24/2023,720.0,7037.98,Direct,Existing Business,,Payment Pending,Reorder Button,,Organic Search,4,,10.0276258v4,10.0,0.0,2.0,3.0,,2023-10-24,,,,60.0,,,0.0,0.0,2.01,1471.32,0.7909456974870631,10,2023
40623,15768523411,10/24/2023,500.0,3735.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,10.02108632v2,10.0,0.0,2.0,3.0,,2023-10-24,,,,42.0,,,0.0,0.0,2.43,1253.88,0.664289156626506,10,2023
40624,15770211645,10/24/2023,100.0,1153.49,Distributor,Existing Business,,Closed and Won,Reorder Button,,Referrals,1,,55.02191231v1,55.0,0.0,114.0,3.0,,2023-10-24,,,,9.0,,,0.0,0.0,2.98,357.6,0.6899843084898872,10,2023
40625,15755533120,10/23/2023,120.0,1645.83,Direct,Existing Business,,Closed and Won,,,Organic Search,1,High Res Preview,10.02196151v3,10.0,0.0,2.0,3.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.72,359.04,0.7818486720985764,10,2023
40626,15769705772,10/24/2023,5000.0,26938.46,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,3,,17.02167607v1,17.0,0.0,9.0,1.0,,2023-10-24,,,,417.0,,,0.0,0.0,1.56,7824.96,0.7095245979168817,10,2023
40627,15770566577,10/24/2023,60.0,663.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,12.02106379v1,12.0,0.0,4.0,1.0,,2023-10-24,,,,5.0,,,0.0,0.0,2.23,160.56,0.7578280542986425,10,2023
40628,15669293462,10/17/2023,120.0,1968.0,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,2,,55.02194996v1,55.0,0.0,114.0,3.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.98,429.12,0.7819512195121952,10,2023
40629,15364954243,9/28/2023,2000.0,17960.0,Direct,Existing Business,,Closed and Won,,,Email Marketing,1,Low ,10.02191120v11,10.0,0.0,2.0,3.0,,2023-11-01,,,,167.0,,,0.0,0.0,2.01,4052.16,0.7743786191536749,11,2023
40630,15659083390,10/16/2023,450.0,3501.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event Longer Than 1 Year Ago,2,,10.02167044v2,10.0,0.0,2.0,1.0,,2023-10-25,,,,38.0,,,0.0,0.0,1.96,917.28,0.7379948586118252,10,2023
40631,15771648950,10/24/2023,0.0,908.4,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,932154216v1,93.0,120.0,120.0,10.0,45245.0,2023-10-24,Distributor,existingbusiness,15771648950.0,10.0,1.8,0.0,237.6,216.0,,216.0,0.76221928665786,10,2023
40632,15770730034,10/24/2023,60.0,616.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,10.0277482v1,10.0,0.0,2.0,3.0,,2023-10-24,,,,5.0,,,0.0,0.0,2.85,205.2,0.6669912366114898,10,2023
40633,14421182072,8/1/2023,480.0,5803.93,Direct,Existing Business,,Closed and Won,,,Organic Search,1,,10.02167126v1,10.0,0.0,2.0,4.0,,2023-10-24,,,,40.0,,,0.0,0.0,2.54,1280.16,0.7794322123113132,10,2023
40634,15770655386,10/24/2023,750.0,5385.5,Distributor,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,2,,10.02126056v1,10.0,0.0,2.0,3.0,,2023-10-26,,,,63.0,,,0.0,0.0,2.01,1543.68,0.7133636616841519,10,2023
40635,15560517932,10/11/2023,30.0,458.7,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02193983v1,10.0,0.0,2.0,3.0,,2023-10-26,,,,3.0,,,0.0,0.0,3.18,152.64,0.6672334859385219,10,2023
40636,15596897950,10/12/2023,120.0,1520.4,Direct,New Business,,Closed and Won,,,Intake,1,Low ,17.02195171v5,17.0,0.0,9.0,3.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.72,359.04,0.7638516179952645,10,2023
40637,15771768246,10/24/2023,1200.0,7464.0,Distributor,Existing Business,,Payment Pending,Reorder Button,,Pre-Hubspot Contact,3,,10.0238404v5,10.0,0.0,2.0,3.0,,2023-10-26,,,,100.0,,,0.0,0.0,2.01,2436.12,0.6736173633440514,10,2023
40638,15770776609,10/24/2023,100.0,1235.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,2,,55.02151944v1,55.0,0.0,114.0,1.0,,2023-10-24,,,,9.0,,,0.0,0.0,2.56,307.2,0.7512550607287449,10,2023
40639,15771991416,10/24/2023,60.0,706.2,Distributor,Existing Business,,Closed and Won,Reorder Button,,Event in the Past Year,1,,10.0290512v1,10.0,0.0,2.0,4.0,,2023-10-24,,,,5.0,,,0.0,0.0,2.83,203.76,0.7114698385726423,10,2023
40640,15598269549,10/12/2023,2000.0,12440.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,3,Low ,10.02194218v2,10.0,0.0,2.0,1.0,,2023-10-26,,,,167.0,,,0.0,0.0,1.71,3447.36,0.7228810289389067,10,2023
40641,15771887278,10/24/2023,195.0,4353.71,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02186552v1,10.0,0.0,2.0,1.0,,2023-10-24,,,,17.0,,,0.0,0.0,1.96,423.36,0.9027587965206686,10,2023
40642,15560310162,10/11/2023,120.0,1520.4,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,Referrals,1,High Res Preview,10.02194430v2,10.0,0.0,2.0,1.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.23,294.36,0.8063930544593527,10,2023
40643,15758882311,10/23/2023,400.0,3420.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02190944v3,10.0,0.0,2.0,3.0,,2023-10-24,,,,34.0,,,0.0,0.0,2.54,1097.28,0.6791578947368422,10,2023
40644,15472917526,10/5/2023,360.0,4489.2,Direct,Existing Business,,Closed and Won,,,Organic Search,2,Low ,10.02196085v3,10.0,0.0,2.0,3.0,,2023-10-24,,,,30.0,,,0.0,0.0,2.72,1077.12,0.7600641539695269,10,2023
40645,15772339033,10/24/2023,120.0,0.0,Direct,Existing Business,,Payment Pending,,,Direct Traffic,0,,10.02183704v2,10.0,0.0,2.0,1.0,,2023-10-24,,,,10.0,,,0.0,0.0,2.23,294.36,0.0,10,2023
40647,15764069968,10/24/2023,30.0,458.7,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Organic Search,1,Low ,10.02196400v1,10.0,0.0,2.0,3.0,,2023-10-24,,,,3.0,,,0.0,0.0,3.18,152.64,0.6672334859385219,10,2023
40648,15772660737,10/24/2023,200.0,1800.0,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.02192156v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,17.0,,,0.0,0.0,2.54,548.64,0.6952,10,2023
40649,15772781075,10/24/2023,750.0,6000.0,Distributor,Existing Business,,Closed and Won,Reorder Button,,Client Referral,4,,10.02119262v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,63.0,,,0.0,0.0,2.43,1924.56,0.67924,10,2023
40650,15756804168,10/23/2023,1495.0,10539.6,Distributor,Existing Business,,Payment Pending,,,Pre-Hubspot Contact,3,Low ,10.04194963v4,10.0,0.0,2.0,3.0,,2023-10-24,,,,125.0,,,0.0,0.0,2.28,3228.48,0.6936809746100422,10,2023
40652,15723439440,10/20/2023,60.0,688.2,Distributor,Existing Business,,Closed and Won,,,Email Marketing,3,High ,10.02195909v1,10.0,0.0,2.0,3.0,,2023-10-24,,,,5.0,,,0.0,0.0,2.85,205.2,0.7018308631211857,10,2023
40653,15771675266,10/24/2023,60.0,962.4,Direct,Existing Business,,Payment Pending,Portal Order,,Organic Search,3,,10.02118221v5,10.0,0.0,2.0,1.0,,2023-10-24,,,,5.0,,,0.0,0.0,2.56,184.32,0.8084788029925186,10,2023
40654,14926143138,8/31/2023,500.0,8800.0,Direct,Existing Business,,Closed and Won,,,Organic Search,2,High Res Preview,10.02187507v2,10.0,500.0,2.0,3.0,45252.0,2023-10-25,Direct,existingbusiness,14926143138.0,84.0,1.31,0.0,675.96,655.0,2.43,1908.88,0.7830818181818182,10,2023
40656,15735095862,10/21/2023,60.0,927.0,Direct,New Business,,Closed and Won,Intake 4.0 Logged In,,,1,,55.02196184v1,55.0,0.0,114.0,3.0,,2023-10-24,,,,5.0,,,0.0,0.0,2.98,214.56,0.7685436893203884,10,2023
40657,15333436287,9/26/2023,50.0,664.5,Distributor,Existing Business,,Payment Pending,Revision Request,,Pre-Hubspot Contact,4,,10.02187679v2,10.0,0.0,2.0,3.0,,2023-10-24,,,,5.0,,,0.0,0.0,3.18,228.96,0.6554401805869073,10,2023
40658,15758123651,10/23/2023,200.0,1650.0,Distributor,Existing Business,,Closed and Won,,,Event Longer Than 1 Year Ago,2,High Res Preview,10.02196190v1,10.0,0.0,2.0,1.0,,2023-10-25,,,,17.0,,,0.0,0.0,1.96,423.36,0.7434181818181818,10,2023
40659,15772797596,10/24/2023,30.0,283.7,Distributor,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,4,,10.02180602v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,3.0,,,0.0,0.0,3.18,152.64,0.4619668664081777,10,2023
40660,15773401672,10/24/2023,100.0,1591.5,Direct,New Business,,Closed and Won,,,Organic Search,2,,10.02187142v2,10.0,0.0,2.0,4.0,,2023-10-26,,,,9.0,,,0.0,0.0,3.25,393.72,0.7526107445805843,10,2023
40661,15770126358,10/24/2023,525.0,3391.5,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,Low ,10.02196500v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,44.0,,,0.0,0.0,2.43,1312.2,0.6130915524104379,10,2023
40664,15773785167,10/24/2023,120.0,1520.4,Direct,New Business,,Closed and Won,Quote Request,,Paid Search,2,,10.02196346v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,10.0,,,0.0,0.0,2.72,359.04,0.7638516179952645,10,2023
40665,15590006649,10/12/2023,240.0,2800.8,Direct,New Business,,Closed and Won,Intake 4.0 Logged Out,,LinkedIn,1,High Res Preview,10.02193954v2,10.0,0.0,2.0,3.0,,2023-10-25,,,,20.0,,,0.0,0.0,2.72,718.08,0.7436161096829478,10,2023
40666,15781748513,10/25/2023,60.0,854.4,Direct,New Business,,Closed and Won,3D Builder,,Organic Search,1,High Res Preview,10.02196748v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,5.0,,,0.0,0.0,2.85,205.2,0.7598314606741574,10,2023
40667,15768022702,10/24/2023,480.0,5035.2,Direct,Existing Business,,Closed and Won,Reorder Button,,Pre-Hubspot Contact,2,,10.02147429v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,40.0,,,0.0,0.0,2.43,1195.56,0.7625595805529075,10,2023
40668,15781992376,10/25/2023,60.0,625.8,Distributor,Existing Business,,Closed and Won,Reorder Button,,Organic Search,1,,46.02181062v1,46.0,0.0,113.0,3.0,,2023-10-25,,,,5.0,,,0.0,0.0,2.85,205.2,0.6720997123681688,10,2023
40669,15768052321,10/24/2023,30.0,385.8,Distributor,Existing Business,,Closed and Won,Intake 4.0 Logged In,,Client Referral,1,Low ,10.02196636v1,10.0,0.0,2.0,1.0,,2023-10-25,,,,3.0,,,0.0,0.0,3.18,152.64,0.6043545878693624,10,2023
40670,15782043233,10/25/2023,120.0,1858.8,Direct,New Business,,Closed and Won,3D Builder,,Referrals,1,,10.0220857v2,10.0,0.0,2.0,3.0,,2023-10-25,,,,10.0,,,0.0,0.0,2.85,410.4,0.7792123950936088,10,2023
40671,15362701905,9/28/2023,100.0,1022.0,Distributor,Existing Business,,Closed and Won,,,Email Marketing,2,High Res Preview,10.02190885v2,10.0,0.0,2.0,4.0,,2023-11-09,,,,9.0,,,0.0,0.0,2.83,339.6,0.6677103718199608,11,2023
40672,15615640216,10/13/2023,0.0,9159.15,Distributor,Existing Business,,Closed and Won,,,SAGE,3,Low ,9102194740v2,910.0,2135.0,25.0,5.0,45251.0,2023-10-26,Distributor,existingbusiness,15615640216.0,178.0,0.68,0.0,1460.64,1451.8,,1451.8,0.8414918414918414,10,2023
40673,15782975785,10/25/2023,300.0,3438.0,Direct,Existing Business,,Closed and Won,Reorder Button,,Email Marketing,1,,10.02106614v3,10.0,0.0,2.0,1.0,,2023-10-25,,,,25.0,,,0.0,0.0,1.96,611.52,0.822129144851658,10,2023
40674,15557569207,10/11/2023,200.0,2635.17,Direct,Existing Business,,Closed and Won,,,Direct Traffic,1,,10.02171913v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,17.0,,,0.0,0.0,2.54,548.64,0.7918009084802878,10,2023
40675,15718232728,10/20/2023,164.0,1476.0,Distributor,Existing Business,,Closed and Won,,,Client Referral,2,High Res Preview,10.02195753v1,10.0,0.0,2.0,3.0,,2023-10-25,,,,14.0,,,0.0,0.0,2.54,457.2,0.6902439024390243,10,2023
40676,13955691961,7/3/2023,70.0,1014.8,Direct,Existing Business,,Closed and Won,,,Pre-Hubspot Contact,2,,10.0216066v8,10.0,0.0,2.0,3.0,,2023-10-25,,,,6.0,,,0.0,0.0,2.85,239.4,0.7640914465904611,10,2023
